index,is_init,is_goal
0,False,False
1,True,False
2,False,True
3,False,False
4,False,False
5,False,False
6,False,False
7,False,False
8,True,False
9,False,False
10,False,False
11,False,True
12,False,False
13,False,False
14,False,False
15,False,False
16,True,False
17,False,False
18,False,True
19,False,False
20,False,False
21,False,False
22,False,False
23,False,False
24,False,False
25,True,False
26,False,True
27,False,False
28,False,False
29,False,False
30,False,False
31,False,False
32,True,False
33,False,False
34,False,False
35,False,True
36,False,False
37,False,False
38,False,False
39,False,False
40,True,False
41,False,False
42,False,False
43,False,True
44,False,False
45,False,False
46,False,False
47,False,False
48,False,False
49,False,False
50,True,False
51,False,False
52,False,False
53,False,False
54,True,False
55,False,False
56,False,False
57,False,False
58,True,False
59,False,False
60,False,False
61,False,False
62,True,False
63,False,False
64,False,False
65,False,False
66,False,False
67,False,False
68,True,False
69,False,False
70,False,False
71,False,False
72,True,False
73,False,False
74,False,False
75,False,False
76,False,False
77,False,False
78,True,False
79,False,False
80,False,False
81,True,False
82,False,False
83,False,False
