index,is_in_good_operators
0,True
1,False
2,True
3,False
4,False
5,True
6,True
7,True
8,True
9,True
10,True
11,True
12,True
13,True
14,True
15,True
16,True
17,True
18,True
19,True
20,True
21,False
22,False
23,False
24,False
25,False
26,False
27,False
28,False
29,False
30,False
31,False
32,False
33,False
34,False
35,False
36,False
37,True
38,True
39,True
40,True
41,False
42,False
43,False
44,False
45,True
46,True
47,True
48,True
49,True
50,True
51,True
52,True
53,False
54,True
55,False
56,False
57,False
58,False
59,False
60,False
61,False
62,False
63,False
64,True
65,False
66,False
67,True
68,True
69,True
70,True
71,True
72,True
73,True
74,True
75,True
76,True
77,False
78,False
79,True
80,True
81,True
82,True
83,False
84,False
85,False
86,False
87,True
88,False
89,True
90,True
91,True
