source,destination
13,97
16,111
0,5
8,73
3,40
6,57
11,87
14,104
1,15
4,48
7,65
1,24
2,32
13,99
16,113
0,7
12,91
3,42
6,59
1,17
4,50
7,67
2,34
0,0
0,9
9,76
12,93
15,110
3,44
6,61
1,19
2,27
2,36
5,53
0,2
9,78
12,95
14,101
4,45
1,21
2,29
2,38
5,55
9,80
1,14
4,47
7,64
10,81
1,23
11,89
2,31
15,107
16,115
6,58
1,16
7,66
10,83
1,25
2,33
12,92
15,109
8,70
0,11
1,18
7,68
10,85
2,26
2,35
5,52
13,96
12,94
0,4
8,72
1,20
3,39
11,86
14,103
2,28
2,37
5,54
4,46
13,98
16,112
0,6
8,74
1,13
3,41
11,88
14,105
2,30
4,49
5,56
13,100
15,106
16,114
0,8
9,75
10,82
3,43
6,60
11,90
15,108
0,1
8,69
0,10
9,77
10,84
6,62
5,51
0,3
8,71
0,12
9,79
14,102
7,63
1,22
