index,is_relaxed,is_in_good_operators
0,False,False
1,False,False
2,False,True
3,True,True
4,True,True
5,False,False
6,False,False
7,True,True
8,False,True
9,False,False
10,False,False
11,False,True
12,False,False
13,False,False
14,False,True
15,False,False
16,False,False
17,True,True
18,False,False
19,False,False
20,False,True
21,True,True
22,False,False
23,False,True
24,False,False
25,True,True
26,False,False
27,False,False
28,False,False
29,False,False
30,False,False
31,False,False
32,False,False
33,False,False
34,False,False
35,False,False
36,False,False
37,False,False
38,False,False
39,False,False
40,False,False
41,False,False
42,False,False
43,True,True
44,False,False
45,False,False
46,False,True
47,False,False
48,False,False
49,False,False
50,False,False
51,False,True
52,False,False
53,False,False
54,False,True
55,False,True
56,False,True
57,False,False
58,False,False
59,False,False
60,True,True
61,False,False
62,False,False
63,False,False
64,False,False
65,False,False
66,False,False
67,False,False
68,False,False
69,False,False
70,False,False
71,False,False
72,False,False
73,False,False
74,False,False
75,False,False
76,False,False
77,True,True
78,False,False
79,False,False
80,False,False
81,False,False
82,False,False
83,False,False
84,False,False
85,False,False
86,False,False
87,False,False
88,False,False
89,False,False
90,False,False
91,False,False
92,False,False
93,False,False
94,False,False
95,True,True
96,False,False
97,False,False
98,False,False
99,False,False
100,False,False
101,False,False
102,True,True
103,False,False
104,False,False
105,False,False
106,False,False
107,False,False
108,False,False
109,False,False
110,False,False
111,False,False
112,False,True
113,False,False
114,False,False
115,False,False
116,False,False
117,False,False
118,False,False
119,False,False
120,False,False
121,False,False
122,True,True
123,False,False
124,False,False
125,False,False
126,False,False
127,False,False
128,False,False
129,False,False
130,False,False
131,False,False
132,False,False
133,False,False
134,False,False
135,False,False
136,False,False
137,False,False
138,False,False
139,False,False
140,False,False
141,True,True
142,False,False
143,False,False
144,False,False
145,False,True
146,False,False
147,False,False
148,True,True
149,False,False
150,False,False
151,False,False
152,False,False
153,False,True
154,False,False
155,False,False
156,False,False
157,False,False
158,False,False
159,False,False
160,False,False
161,False,False
162,False,False
163,True,True
164,False,False
165,False,False
166,False,False
167,False,False
168,False,False
169,False,False
170,False,False
171,False,False
172,False,False
173,True,True
174,False,False
175,False,False
176,False,False
177,False,False
178,False,True
179,False,False
180,False,False
181,False,False
182,False,False
183,True,True
184,False,False
185,False,False
186,False,True
187,False,True
188,False,True
189,False,False
190,False,False
191,False,False
192,False,False
193,False,False
194,False,False
195,False,False
196,False,False
197,False,False
198,False,False
199,False,False
200,False,False
201,False,False
202,False,False
203,False,False
204,False,False
205,False,False
206,False,False
207,False,False
208,False,False
209,False,False
210,False,False
211,False,False
212,False,False
213,False,False
214,False,False
215,False,False
216,False,False
217,False,False
218,False,False
219,True,True
220,False,False
221,False,False
222,False,False
223,False,False
224,False,False
225,False,False
226,True,True
227,False,False
228,False,False
229,False,False
230,False,False
231,False,False
232,False,False
233,False,False
234,False,False
235,False,False
236,False,False
237,False,False
238,False,False
239,False,False
240,False,False
241,False,False
242,False,False
243,False,False
244,False,True
245,True,True
246,False,False
247,False,False
248,False,False
249,False,False
250,False,False
251,False,False
252,False,False
253,False,False
254,False,False
255,False,False
256,False,False
257,True,True
258,False,False
259,False,False
260,False,False
261,False,False
262,False,False
263,False,False
264,False,False
265,False,False
266,False,False
267,False,False
268,False,False
269,True,True
270,False,False
271,False,False
272,False,False
273,False,False
274,False,False
275,False,False
276,False,False
277,False,True
278,False,False
279,False,False
280,False,False
281,False,False
282,False,False
283,False,False
284,False,False
285,False,True
286,False,False
287,True,True
