index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,True,True,True
3,False,False,False
4,False,False,True
5,True,False,False
6,False,False,True
7,True,False,False
8,False,False,True
9,True,False,False
10,False,False,True
11,True,False,False
12,True,False,True
13,False,False,False
14,False,False,True
15,True,False,False
16,False,False,True
17,True,False,False
18,False,True,True
19,True,False,False
20,False,False,True
21,True,False,False
22,False,False,True
23,True,False,False
24,True,False,False
25,False,False,False
26,False,False,True
27,False,False,False
28,False,True,False
29,False,False,False
30,False,False,False
31,False,False,False
32,False,False,False
33,False,False,False
34,True,False,False
35,False,False,False
36,False,False,False
37,False,False,False
38,False,False,True
39,False,False,True
40,False,False,False
41,False,False,False
42,False,False,False
43,False,False,False
44,False,False,False
45,False,False,False
46,True,False,False
47,False,False,False
48,False,True,False
49,False,False,False
50,False,False,False
51,False,False,True
52,False,False,True
53,False,False,False
54,False,False,False
55,False,False,False
56,False,False,False
57,False,False,False
58,True,True,False
59,False,False,False
60,False,False,False
61,False,False,True
62,False,False,False
63,False,False,False
64,False,False,False
65,False,False,True
66,False,False,False
67,False,False,False
68,False,False,False
69,False,True,False
70,False,False,True
71,False,False,False
72,False,False,False
73,False,False,False
74,False,False,False
75,False,False,False
76,False,False,False
77,True,False,False
78,False,False,True
79,False,False,False
80,False,False,False
81,False,False,False
82,False,False,False
83,False,False,False
84,False,False,False
85,False,False,False
86,False,False,False
87,False,False,False
88,False,True,False
89,False,False,False
90,True,False,True
91,False,False,True
92,False,False,False
93,False,False,False
94,False,False,True
95,False,False,False
96,False,False,False
97,False,False,False
98,False,False,False
99,False,False,False
100,True,False,False
101,False,False,False
102,False,False,False
103,False,True,False
104,False,False,True
105,False,False,False
106,False,False,False
107,False,False,False
108,False,False,True
109,True,False,False
110,False,True,False
111,False,False,False
112,False,False,False
113,False,False,False
114,False,False,False
115,False,False,False
116,False,False,False
117,False,False,True
118,False,False,False
119,False,True,False
120,False,False,False
121,False,False,False
122,False,False,False
123,False,False,False
124,False,False,False
125,False,False,False
126,False,False,False
127,False,False,False
128,False,False,True
129,True,False,False
130,False,False,True
131,False,False,False
132,True,False,False
133,False,False,False
134,False,False,False
135,False,False,False
136,False,False,False
137,False,False,False
138,False,False,True
139,False,False,False
140,False,False,False
141,False,True,False
142,False,False,False
143,False,False,True
144,False,False,False
145,False,False,True
146,True,False,False
147,False,False,False
148,False,False,False
149,False,False,False
150,False,False,False
151,False,False,False
152,False,False,False
153,False,False,False
154,False,False,False
155,False,True,False
156,False,False,True
157,False,False,False
158,False,False,False
159,False,False,False
160,True,False,False
161,False,False,False
162,False,False,False
163,False,False,False
164,False,True,False
165,False,False,False
166,False,False,False
167,False,False,False
168,False,False,False
169,False,False,True
170,False,False,False
171,False,False,False
172,False,False,False
173,False,True,False
174,False,False,False
175,False,False,False
176,False,False,False
177,False,False,False
178,False,False,False
179,False,False,False
180,True,False,False
181,False,False,False
