index,is_init,is_goal
0,True,False
1,False,True
2,False,False
3,True,False
4,False,True
5,False,False
6,True,False
7,False,True
8,False,False
9,True,False
10,False,True
11,False,False
12,True,False
13,False,True
14,False,False
15,True,False
16,False,True
17,False,False
18,True,False
19,False,True
20,False,False
21,True,False
22,False,True
23,False,False
24,True,False
25,False,True
26,False,False
27,True,False
28,False,True
29,False,False
30,True,False
31,False,True
32,False,False
33,True,False
34,False,True
35,False,False
36,True,False
37,False,True
38,False,False
39,True,False
40,False,True
41,False,False
42,True,False
43,False,True
44,False,False
45,True,False
46,False,True
47,False,False
48,True,False
49,False,True
50,False,False
51,True,False
52,False,True
53,False,False
54,True,False
55,False,True
56,False,False
57,True,False
58,False,True
59,False,False
60,True,False
61,False,True
62,False,False
63,True,False
64,False,True
65,False,False
66,True,False
67,False,True
68,False,False
69,True,False
70,False,True
71,False,False
72,True,False
73,False,True
74,False,False
75,True,False
76,False,True
77,False,False
78,True,False
79,False,True
80,False,False
81,True,False
82,False,True
83,False,False
84,True,False
85,False,False
86,False,False
87,False,False
88,False,False
89,False,False
90,False,False
91,False,False
92,False,False
93,False,False
94,False,False
95,False,False
96,False,False
97,False,False
98,False,False
99,False,False
100,False,False
101,False,False
102,False,False
103,False,False
104,False,False
105,False,False
106,False,False
107,False,False
108,False,False
109,False,False
110,False,False
111,False,False
112,False,False
113,False,False
114,True,False
115,False,False
116,False,False
117,False,False
118,False,False
119,False,False
120,False,False
121,False,False
122,False,False
123,False,False
124,False,False
125,False,False
126,False,False
127,False,False
128,False,False
129,False,False
130,False,False
131,False,False
132,False,False
133,False,False
134,False,False
135,False,False
136,False,False
137,False,False
138,False,False
139,False,False
140,False,False
141,False,False
142,False,False
143,True,False
