source,destination
4,55
6,91
5,65
8,128
5,74
0,5
3,22
5,83
3,31
4,48
4,57
6,84
5,67
5,76
3,24
6,105
3,33
11,135
1,8
4,41
7,122
13,138
4,50
4,59
5,69
0,0
6,98
5,78
3,26
9,131
3,35
1,10
7,115
4,43
7,124
4,52
4,61
5,62
5,71
0,2
3,19
6,100
5,80
3,28
3,37
7,108
7,117
4,45
7,126
4,54
5,64
6,93
5,73
3,21
14,140
6,102
5,82
3,30
7,110
7,119
2,13
4,47
6,86
5,66
12,136
6,95
5,75
3,23
6,104
1,7
7,112
4,40
7,121
2,15
6,88
5,68
6,97
5,77
3,25
9,130
1,9
7,114
7,123
13,139
2,17
6,90
5,70
3,18
6,99
7,107
0,4
1,11
7,116
10,133
7,125
3,39
4,56
5,63
6,92
6,101
8,129
7,109
7,118
3,32
2,12
11,134
7,127
4,49
4,58
6,85
6,94
14,141
6,103
1,6
7,111
7,120
3,34
2,14
4,42
4,51
4,60
6,87
12,137
6,96
0,1
5,79
3,27
7,113
3,36
2,16
4,44
4,53
6,89
5,72
0,3
3,20
7,106
5,81
3,29
10,132
3,38
4,46
