source,destination
9,63
0,5
11,69
14,86
3,31
6,48
1,15
13,81
8,57
0,7
11,71
14,88
3,33
6,50
4,41
1,17
13,83
2,25
15,89
8,59
0,0
0,9
11,73
3,35
1,10
4,43
1,19
2,27
9,60
12,77
0,2
3,37
7,53
1,12
2,20
2,29
5,46
9,62
14,85
3,30
7,55
1,14
13,80
2,22
8,56
14,87
6,49
10,65
4,40
1,16
13,82
2,24
12,74
15,91
6,51
10,67
1,18
2,26
12,76
15,93
0,4
7,52
1,11
3,39
2,28
5,45
9,61
12,78
0,6
7,54
11,70
1,13
3,32
2,21
5,47
8,58
10,64
0,8
11,72
3,34
2,23
4,42
15,90
0,1
10,66
3,36
12,75
15,92
0,3
10,68
14,84
3,38
5,44
13,79
