source,destination
80,175
52,104
98,211
15,30
59,119
87,190
4,9
72,146
131,278
97,209
25,50
73,154
5,10
104,224
12,25
81,176
125,265
88,191
22,44
66,133
94,204
11,23
29,59
122,259
78,171
50,100
111,238
13,26
129,274
19,39
132,279
95,205
67,134
72,148
101,218
3,6
18,37
36,73
73,156
79,172
85,185
57,114
118,252
2,4
20,40
9,19
26,53
102,219
109,234
63,127
10,20
43,87
6,13
130,275
75,165
64,128
27,54
71,143
16,33
34,69
72,150
76,166
37,74
70,141
0,0
73,158
116,248
82,179
54,108
100,215
23,47
41,83
44,88
62,124
7,14
58,117
86,188
123,262
89,193
61,122
107,229
72,152
30,61
48,97
73,160
69,138
14,28
32,64
65,131
21,43
93,202
1,3
114,243
68,136
77,169
42,84
121,258
84,184
55,111
80,174
87,189
59,118
105,225
39,78
72,145
28,57
46,93
73,153
49,98
128,272
12,24
91,198
94,203
66,132
112,239
35,71
53,107
78,170
129,273
56,112
19,38
98,212
101,217
119,253
108,232
60,121
73,155
5,11
92,199
125,266
26,52
33,67
109,233
126,267
115,246
133,282
17,34
50,101
96,208
99,213
71,142
117,249
34,68
51,102
132,280
40,81
3,7
83,180
116,247
24,48
57,115
85,186
103,222
106,227
124,263
41,82
113,242
47,95
10,21
123,261
130,276
31,62
64,129
110,236
38,77
131,277
76,167
48,96
120,256
4,8
37,75
83,182
104,223
21,42
1,2
45,91
8,17
121,257
55,110
127,270
11,22
29,58
44,89
62,125
90,196
111,237
74,163
28,56
46,92
52,105
15,31
128,271
72,147
18,36
36,72
69,139
25,51
32,65
97,210
118,251
81,177
35,70
53,106
9,18
42,85
88,192
22,45
63,126
43,86
105,226
6,12
39,79
122,260
13,27
75,164
108,231
60,120
16,32
49,99
67,135
72,149
95,206
70,140
73,157
33,66
79,173
112,240
2,5
20,41
82,178
115,245
133,281
96,207
23,46
56,113
102,220
86,187
40,80
58,116
119,254
27,55
72,151
103,221
30,60
92,200
73,159
0,1
113,241
93,201
47,94
65,130
100,216
54,109
126,268
17,35
77,168
110,235
84,183
38,76
99,214
117,250
51,103
7,15
120,255
83,181
72,144
89,194
61,123
107,230
24,49
73,161
45,90
91,197
8,16
106,228
124,264
14,29
127,269
90,195
114,244
68,137
31,63
74,162
