source,destination
6,82
13,97
2,39
3,77
0,5
1,15
3,49
10,91
2,32
2,41
3,70
0,7
1,17
2,25
2,34
7,85
2,43
3,72
0,0
1,10
2,27
2,36
3,65
2,45
3,74
0,2
5,80
12,95
1,12
2,20
2,29
3,58
2,38
3,67
2,47
3,76
1,14
2,22
10,90
3,51
2,31
3,60
2,40
3,69
1,16
8,86
2,24
3,53
2,33
3,62
2,42
3,71
4,79
1,9
2,26
11,93
3,55
2,35
3,64
13,96
3,73
12,94
0,4
1,11
2,19
9,89
3,48
2,28
3,57
2,37
3,66
6,83
3,75
0,6
1,13
2,21
3,50
2,30
3,59
3,68
7,84
0,8
2,23
3,52
3,61
2,44
4,78
0,1
8,87
11,92
3,54
3,63
2,46
0,3
5,81
2,18
9,88
3,56
