index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,True,False,True
3,False,False,False
4,False,False,True
5,True,False,False
6,False,False,True
7,True,False,False
8,True,False,True
9,False,False,False
10,False,False,True
11,True,False,False
12,False,False,True
13,True,False,False
14,False,False,True
15,True,False,False
16,False,True,True
17,True,False,False
18,True,False,True
19,False,False,False
20,False,True,True
21,True,False,False
22,False,False,True
23,True,False,False
24,False,False,True
25,True,False,False
26,False,False,True
27,True,False,False
28,False,False,True
29,False,False,False
30,False,False,False
31,False,True,False
32,False,False,False
33,False,False,False
34,False,False,False
35,True,False,False
36,False,False,False
37,False,False,False
38,False,False,False
39,False,False,False
40,False,False,False
41,False,False,True
42,False,False,True
43,False,False,False
44,False,False,False
45,False,False,False
46,False,False,False
47,True,False,False
48,False,True,False
49,False,False,False
50,False,False,False
51,False,False,False
52,False,False,False
53,False,False,False
54,False,False,True
55,False,False,False
56,False,False,True
57,False,False,False
58,False,False,False
59,False,False,False
60,False,False,False
61,False,False,False
62,False,False,False
63,False,False,False
64,False,False,False
65,False,False,False
66,False,False,False
67,False,True,False
68,False,False,False
69,True,False,True
70,False,False,True
71,False,False,False
72,False,False,False
73,False,False,False
74,False,False,False
75,False,False,False
76,False,False,False
77,False,False,False
78,False,False,False
79,False,False,False
80,False,False,False
81,False,False,False
82,True,False,False
83,False,True,True
84,False,False,True
85,False,False,False
86,False,False,True
87,False,False,False
88,False,False,False
89,False,True,False
90,False,False,False
91,False,False,False
92,False,False,False
93,False,False,False
94,False,False,False
95,False,False,False
96,False,False,False
97,True,False,False
98,False,False,True
99,False,False,False
100,False,True,False
101,False,False,False
102,False,False,False
103,False,False,False
104,False,False,False
105,False,False,False
106,False,False,False
107,False,False,False
108,False,False,False
109,False,False,True
110,False,False,False
111,True,False,False
112,False,False,True
113,False,False,False
114,True,False,False
115,False,False,False
116,False,False,False
117,False,False,True
118,False,False,False
119,False,False,False
120,False,False,False
121,False,False,False
122,False,False,False
123,False,False,False
124,False,True,False
125,False,False,False
126,False,False,True
127,False,False,False
128,False,False,False
129,False,True,True
130,False,False,False
131,False,False,False
132,False,False,False
133,False,False,False
134,False,False,False
135,False,False,False
136,True,False,False
137,False,False,False
138,False,False,False
139,False,False,False
140,False,False,True
141,False,False,False
142,False,False,False
143,False,False,False
144,False,False,False
145,False,False,False
146,False,False,False
147,False,False,False
148,False,False,False
149,False,False,False
150,False,True,True
151,True,False,False
152,False,False,False
153,False,False,False
154,False,False,True
155,False,False,False
156,False,False,False
157,False,False,False
158,False,False,False
159,False,False,False
160,False,False,False
161,True,False,False
162,False,False,False
163,False,False,False
164,False,False,True
165,False,False,False
166,False,False,False
167,False,True,False
168,False,False,True
169,False,True,False
170,False,False,False
171,False,False,False
172,False,False,False
173,True,False,False
174,False,False,False
175,False,False,True
176,False,False,False
177,False,False,False
178,False,False,False
179,False,False,False
180,False,False,False
181,False,False,False
182,False,False,True
183,False,False,False
184,False,False,False
185,True,False,False
186,False,False,False
187,False,True,False
188,False,False,False
189,False,False,False
190,False,False,False
191,False,False,False
192,False,False,False
193,False,False,False
194,False,False,False
195,False,False,False
196,False,False,True
197,False,False,False
198,False,False,False
199,False,False,False
200,False,False,False
201,False,False,False
202,False,False,False
203,False,False,False
204,False,False,False
205,False,True,False
206,True,False,False
207,False,False,False
208,False,False,False
209,False,False,False
