source,destination
13,143
1,31
15,149
1,40
8,119
2,48
3,77
2,57
0,5
9,127
3,86
0,14
4,94
5,101
1,24
1,33
1,42
3,70
2,50
8,121
3,79
2,59
0,7
9,129
6,105
0,16
11,135
5,103
1,26
1,35
3,72
2,52
0,0
8,123
3,81
2,61
0,9
14,145
6,107
4,89
11,137
5,96
7,115
1,28
1,37
2,45
3,74
2,54
0,2
9,124
12,141
3,83
14,147
6,109
4,91
7,117
13,142
1,30
15,148
1,39
3,67
2,47
8,118
3,76
2,56
9,126
3,85
6,111
4,93
1,23
13,144
1,32
3,69
2,49
8,120
3,78
9,128
3,87
6,104
4,95
7,112
0,18
1,25
3,71
12,138
3,80
6,106
4,88
2,63
0,11
7,114
10,131
0,20
5,98
3,73
12,140
3,82
14,146
6,108
4,90
0,4
2,65
0,13
7,116
10,133
5,100
3,66
15,150
1,41
3,75
9,125
6,110
2,58
0,6
4,92
0,15
11,134
5,102
1,34
3,68
1,43
8,122
2,51
2,60
0,8
0,17
11,136
1,27
1,36
2,44
2,53
0,1
2,62
0,10
7,113
10,130
0,19
5,97
1,29
1,38
12,139
2,46
2,55
0,3
3,84
2,64
0,12
10,132
0,21
5,99
1,22
