source,destination
24,88
27,114
26,94
27,123
26,103
27,132
10,61
0,5
28,140
3,31
29,169
28,149
4,39
1,15
27,116
26,96
8,57
27,125
11,62
0,7
29,162
28,142
3,33
29,171
28,151
4,41
15,71
1,17
2,25
18,76
25,91
27,118
27,127
9,58
0,0
22,85
28,135
29,155
29,164
28,144
3,35
6,52
28,153
13,67
29,173
1,10
4,43
16,72
27,120
20,81
27,129
0,2
29,157
23,86
28,137
3,28
29,166
26,112
28,146
29,175
4,36
1,12
2,20
5,46
27,113
27,122
21,82
17,75
29,159
26,105
28,139
3,30
29,168
4,38
7,55
1,14
2,22
24,89
5,48
27,115
8,56
14,69
26,98
29,161
26,107
29,170
4,40
15,70
1,16
2,24
25,90
5,50
27,117
12,65
22,84
26,100
28,134
29,163
26,109
29,172
13,66
1,9
19,79
2,26
20,80
9,59
26,93
29,156
26,102
27,131
10,60
26,111
29,165
0,4
1,11
28,148
16,73
2,19
5,45
26,95
27,124
23,87
26,104
29,158
27,133
0,6
7,54
28,141
1,13
3,32
28,150
2,21
5,47
14,68
21,83
26,97
27,126
26,106
29,160
11,63
0,8
28,143
3,34
28,152
2,23
4,42
5,49
12,64
18,77
27,119
26,99
27,128
26,108
0,1
28,136
3,27
19,78
28,145
6,53
29,174
28,154
5,51
26,92
27,121
26,101
27,130
26,110
17,74
0,3
28,138
3,29
29,167
28,147
2,18
4,37
5,44
