source,destination
6,18
33,100
35,106
35,115
31,93
36,144
28,85
36,153
24,72
35,136
21,64
26,78
6,20
17,51
19,57
35,108
16,49
31,95
36,146
12,36
36,155
9,28
14,42
35,129
24,74
35,138
26,80
32,96
7,21
17,53
22,67
19,59
36,139
0,0
15,46
36,148
12,38
14,44
35,131
8,25
25,75
10,31
36,169
7,23
3,10
36,141
0,2
5,16
1,3
35,124
35,133
25,77
30,91
36,162
36,171
33,99
23,70
35,117
1,5
35,126
18,55
34,103
35,135
36,164
36,173
11,34
33,101
29,88
4,13
31,94
35,110
35,119
27,81
35,128
2,6
24,73
36,157
35,137
36,166
20,60
17,52
22,66
32,98
13,39
15,45
35,112
12,37
35,121
27,83
36,150
35,130
2,8
8,24
36,159
10,30
36,168
20,62
22,68
3,9
13,41
35,105
15,47
35,114
36,143
35,123
28,84
35,132
36,152
8,26
25,76
30,90
36,161
10,32
36,170
21,63
6,19
23,69
3,11
35,107
16,48
35,116
1,4
35,125
18,54
36,145
28,86
34,102
35,134
36,154
9,27
30,92
36,163
36,172
11,33
21,65
26,79
23,71
29,87
4,12
19,58
35,109
16,50
35,118
36,147
35,127
18,56
36,156
9,29
14,43
36,165
11,35
32,97
7,22
29,89
4,14
35,111
36,140
0,1
5,15
27,82
35,120
36,149
2,7
36,158
36,167
20,61
13,40
35,104
35,113
36,142
35,122
5,17
36,151
36,160
