index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,True,False,True
3,False,False,False
4,True,True,True
5,False,False,False
6,False,False,True
7,True,False,False
8,False,False,True
9,True,False,False
10,False,True,False
11,True,False,False
12,False,False,False
13,True,False,False
14,False,False,True
15,False,False,False
16,False,False,False
17,False,False,False
18,False,False,False
19,False,False,False
20,True,True,True
21,False,False,True
22,False,False,False
23,False,False,False
24,False,False,False
25,True,False,True
26,False,False,False
27,False,True,False
28,False,False,True
29,False,False,False
30,False,False,False
31,False,False,False
32,False,False,True
33,True,True,False
34,False,False,False
35,False,False,True
36,False,False,False
37,False,False,False
38,False,True,True
39,False,False,False
40,False,False,False
41,True,False,False
42,False,False,True
43,False,False,False
44,False,False,False
45,True,False,False
46,False,True,False
47,False,False,False
48,False,False,False
49,False,False,True
50,False,True,False
51,False,False,False
52,False,False,False
53,True,False,False
54,False,False,False
55,False,False,False
