source,destination
15,30
44,100
4,9
58,129
64,142
25,50
5,10
36,80
12,25
48,109
22,44
11,23
29,59
35,72
13,26
42,96
19,39
55,123
62,138
3,6
18,37
39,90
46,105
36,82
2,4
20,40
9,19
26,53
45,103
35,74
10,20
6,13
53,119
27,54
16,33
34,69
52,117
59,132
0,0
36,84
60,133
49,112
23,47
35,76
7,14
43,98
50,113
56,126
30,61
40,93
14,28
32,64
21,43
57,127
1,3
41,94
47,107
54,122
28,57
64,141
38,89
51,116
12,24
37,87
61,136
35,71
19,38
44,101
62,137
5,11
48,110
26,52
33,67
35,73
17,34
42,97
55,124
34,68
3,7
39,91
46,106
24,48
49,111
35,75
10,21
53,120
31,62
56,125
63,140
4,8
40,92
60,134
36,79
21,42
1,2
8,17
35,77
11,22
29,58
54,121
28,56
38,88
15,31
51,115
58,130
18,36
25,51
32,65
36,81
61,135
35,70
9,18
45,102
22,45
47,108
6,12
13,27
16,32
59,131
33,66
36,83
2,5
20,41
45,104
23,46
27,55
52,118
30,60
0,1
36,85
17,35
63,139
7,15
43,99
50,114
24,49
36,78
8,16
37,86
14,29
57,128
31,63
41,95
