source,destination
33,100
10,52
3,22
19,73
5,28
26,87
7,37
11,53
17,69
3,24
5,30
1,8
24,83
8,41
11,55
0,0
6,34
31,97
4,25
15,64
1,10
25,84
10,49
22,78
11,57
29,93
0,2
3,19
4,27
13,60
18,71
36,107
9,44
20,74
10,51
3,21
1,5
27,88
16,67
2,13
34,103
33,101
9,46
17,68
23,81
3,23
7,39
1,7
2,15
24,82
30,95
8,40
14,62
32,98
21,77
11,54
6,33
31,96
1,9
28,91
2,17
8,42
12,58
29,92
3,18
6,35
35,105
4,26
0,4
19,72
1,11
36,106
25,85
9,43
26,86
7,36
13,61
16,66
2,12
5,29
34,102
9,45
20,75
23,80
7,38
1,6
27,89
2,14
5,31
30,94
9,47
21,76
6,32
10,48
11,56
0,1
28,90
2,16
15,65
18,70
14,63
32,99
35,104
10,50
22,79
0,3
3,20
12,59
