source,destination
1,31
4,64
6,91
2,39
4,73
10,125
0,5
5,83
0,14
3,49
1,24
2,32
4,66
8,112
2,41
7,101
9,120
5,76
0,7
5,85
1,17
1,26
2,34
8,114
2,43
0,0
6,98
5,78
0,9
11,128
5,87
1,19
1,28
2,36
8,116
2,45
10,122
0,2
5,80
11,130
7,108
1,21
1,30
3,58
2,38
2,47
9,117
6,93
4,75
5,82
7,110
1,23
3,51
3,60
2,40
4,68
9,119
6,95
1,22
5,84
7,103
1,16
1,25
3,53
2,33
3,62
2,42
8,113
6,88
4,70
9,121
6,97
5,77
7,105
0,11
1,18
3,55
2,35
6,90
4,72
6,99
7,107
0,4
10,124
0,13
1,20
3,48
3,57
2,37
4,65
6,92
4,74
7,100
7,109
0,6
10,126
0,15
3,50
3,59
4,67
9,118
6,94
7,102
7,111
0,8
11,127
5,86
3,52
1,27
3,61
4,69
6,96
8,115
2,44
7,104
0,1
5,79
0,10
11,129
3,54
1,29
3,63
6,89
4,71
2,46
7,106
0,3
10,123
5,81
0,12
11,131
3,56
