source,destination
18,72
27,169
26,149
24,97
10,43
26,158
24,106
26,167
3,13
24,115
22,90
25,123
2,11
25,132
15,60
18,74
26,151
24,99
7,28
11,44
26,160
24,108
17,69
3,15
5,21
25,125
15,62
8,32
26,144
26,153
24,101
7,30
11,46
17,71
0,0
5,23
23,93
29,173
8,34
25,139
26,146
10,40
26,155
20,81
6,27
0,2
4,18
23,95
12,49
16,65
25,141
27,168
26,148
24,96
10,42
14,58
20,83
3,12
22,89
13,53
24,117
1,5
16,67
25,134
18,73
25,143
9,37
17,68
3,14
21,84
22,91
24,110
26,162
13,55
24,119
15,61
1,7
19,77
25,127
25,136
18,75
9,39
28,171
11,45
6,24
21,86
24,103
26,164
24,112
23,92
29,172
25,120
15,63
19,79
2,8
25,129
8,33
25,138
11,47
20,80
6,26
26,157
24,105
4,17
26,166
24,114
23,94
25,122
16,64
2,10
25,131
8,35
25,140
12,51
14,57
20,82
26,150
24,98
26,159
24,107
4,19
13,52
24,116
1,4
5,20
25,124
16,66
25,133
25,142
9,36
14,59
26,152
24,100
7,29
26,161
24,109
13,54
17,70
24,118
1,6
19,76
5,22
25,126
25,135
9,38
28,170
26,145
26,154
21,85
7,31
24,102
26,163
24,111
0,1
19,78
25,128
25,137
12,48
6,25
26,147
10,41
26,156
21,87
4,16
24,104
26,165
24,113
0,3
22,88
25,121
2,9
25,130
12,50
14,56
