index,is_init,is_goal
0,False,False
1,False,False
2,False,False
3,True,False
4,True,False
5,False,False
6,False,False
7,False,False
8,True,False
9,False,False
10,False,False
11,False,False
12,True,False
13,False,False
14,False,True
15,False,False
16,True,False
17,False,True
18,False,False
19,False,False
20,True,False
21,False,False
22,False,True
23,False,False
24,True,False
25,False,True
26,False,False
27,False,False
28,True,False
29,False,False
30,False,True
31,False,False
32,True,False
33,False,True
34,False,False
35,False,False
36,True,False
37,False,False
38,False,True
39,False,False
40,True,False
41,False,True
42,False,False
43,False,False
44,False,False
45,False,False
46,False,True
47,True,False
48,False,False
49,False,False
50,False,False
51,False,False
52,False,False
53,False,False
54,False,False
55,False,False
56,False,False
57,False,False
58,False,False
59,True,False
60,True,False
61,False,False
62,False,False
63,False,False
64,False,False
65,False,False
66,False,False
67,False,False
68,False,False
69,False,False
70,False,False
71,False,False
72,False,False
73,True,False
74,True,False
75,False,False
