source,destination
4,64
7,81
10,98
2,39
5,74
0,5
9,90
1,15
3,49
1,24
6,75
4,57
2,32
4,66
7,83
2,41
13,108
0,7
3,42
9,92
1,17
1,26
6,77
4,59
2,34
11,101
0,0
0,9
3,44
1,19
4,61
10,95
2,36
5,71
0,2
12,104
1,21
2,29
7,80
10,97
2,38
5,73
12,106
1,14
1,23
3,51
2,31
7,82
2,40
4,68
1,16
8,86
1,25
9,94
3,53
2,33
11,100
6,79
0,11
1,18
8,88
3,46
14,110
3,55
2,35
11,102
4,63
5,70
0,4
0,13
1,20
3,48
2,28
10,96
14,112
2,37
4,56
4,65
13,107
0,6
9,91
3,50
2,30
6,76
4,58
4,67
7,84
13,109
0,8
8,85
3,43
9,93
3,52
11,99
1,27
6,78
4,60
4,69
0,1
0,10
8,87
12,103
3,45
3,54
4,62
5,72
0,3
0,12
8,89
12,105
3,47
14,111
1,22
