source,destination
4,64
7,81
2,39
5,74
0,5
0,14
12,98
14,104
1,15
3,49
1,24
10,91
2,32
4,66
7,83
2,41
5,76
0,7
12,100
14,106
1,17
1,26
10,93
2,34
13,101
2,43
5,69
0,0
0,9
1,19
1,28
4,61
2,36
5,71
0,2
1,21
11,96
3,58
2,38
5,73
8,84
1,23
10,90
3,51
2,31
7,82
2,40
4,68
5,75
15,107
1,22
12,99
1,16
8,86
1,25
10,92
3,53
2,33
6,79
2,42
13,103
5,77
15,109
0,11
1,18
9,87
3,46
3,55
2,35
4,63
5,70
0,4
0,13
1,20
9,89
3,48
11,95
3,57
2,37
4,65
0,6
14,105
3,50
2,30
11,97
3,59
4,67
0,8
8,85
3,52
1,27
6,78
4,60
13,102
2,44
15,108
0,1
0,10
3,45
3,54
1,29
6,80
4,62
5,72
0,3
0,12
9,88
3,47
11,94
3,56
