source,destination
6,18
21,71
21,80
22,90
22,99
21,64
6,20
21,73
17,51
19,57
16,49
22,83
22,92
12,36
22,101
9,28
14,42
21,66
21,75
7,21
17,53
19,59
0,0
22,85
15,46
22,94
12,38
22,103
14,44
8,25
21,68
10,31
7,23
3,10
0,2
5,16
22,87
22,96
1,3
21,82
22,89
22,98
1,5
18,55
11,34
4,13
22,91
2,6
20,60
17,52
21,77
13,39
22,84
15,45
12,37
2,8
8,24
10,30
21,70
3,9
21,79
13,41
15,47
8,26
10,32
21,63
6,19
21,72
3,11
21,81
16,48
1,4
18,54
22,100
9,27
11,33
21,65
21,74
4,12
19,58
16,50
22,93
18,56
22,102
9,29
14,43
11,35
21,67
21,76
7,22
4,14
0,1
5,15
22,86
22,95
2,7
20,61
21,69
21,78
13,40
22,88
5,17
22,97
21,62
