0,0,0
0,1,1
1,0,2
1,1,3
2,0,4
2,1,5
3,0,6
3,1,7
4,0,8
4,1,9
5,0,10
5,1,11
6,0,12
6,1,13
7,0,14
7,1,15
8,0,16
8,1,17
9,0,18
9,1,19
10,0,20
10,1,21
11,0,22
11,1,23
12,0,24
12,1,25
13,0,26
13,1,27
14,0,28
14,1,29
15,0,30
15,1,31
16,0,32
16,1,33
17,0,34
17,1,35
18,0,36
18,1,37
19,0,38
19,1,39
20,0,40
20,1,41
21,0,42
21,1,43
22,0,44
22,1,45
23,0,46
23,1,47
24,0,48
24,1,49
25,0,50
25,1,51
26,0,52
26,1,53
27,0,54
27,1,55
28,0,56
28,1,57
29,0,58
29,1,59
30,0,60
30,1,61
31,0,62
31,1,63
32,0,64
32,1,65
33,0,66
33,1,67
34,0,68
34,1,69
35,0,70
35,1,71
36,0,72
36,1,73
37,0,74
37,1,75
38,0,76
38,1,77
39,0,78
39,1,79
40,0,80
40,1,81
41,0,82
41,1,83
42,0,84
42,1,85
43,0,86
43,1,87
44,0,88
44,1,89
45,0,90
45,1,91
46,0,92
46,1,93
47,0,94
47,1,95
48,0,96
48,1,97
49,0,98
49,1,99
50,0,100
50,1,101
51,0,102
51,1,103
52,0,104
52,1,105
53,0,106
53,1,107
54,0,108
54,1,109
55,0,110
55,1,111
56,0,112
56,1,113
56,2,114
56,3,115
56,4,116
56,5,117
56,6,118
56,7,119
56,8,120
57,0,121
57,1,122
57,2,123
57,3,124
57,4,125
57,5,126
57,6,127
57,7,128
57,8,129
58,0,130
58,1,131
59,0,132
59,1,133
60,0,134
60,1,135
61,0,136
61,1,137
62,0,138
62,1,139
63,0,140
63,1,141
64,0,142
64,1,143
65,0,144
65,1,145
66,0,146
66,1,147
67,0,148
67,1,149
67,2,150
68,0,151
68,1,152
69,0,153
69,1,154
70,0,155
70,1,156
71,0,157
71,1,158
72,0,159
72,1,160
73,0,161
73,1,162
74,0,163
74,1,164
75,0,165
75,1,166
76,0,167
76,1,168
77,0,169
77,1,170
78,0,171
78,1,172
79,0,173
79,1,174
80,0,175
80,1,176
81,0,177
81,1,178
82,0,179
82,1,180
83,0,181
83,1,182
84,0,183
84,1,184
85,0,185
85,1,186
86,0,187
86,1,188
87,0,189
87,1,190
88,0,191
88,1,192
89,0,193
89,1,194
90,0,195
90,1,196
91,0,197
91,1,198
92,0,199
92,1,200
93,0,201
93,1,202
94,0,203
94,1,204
95,0,205
95,1,206
96,0,207
96,1,208
97,0,209
97,1,210
98,0,211
98,1,212
99,0,213
99,1,214
100,0,215
100,1,216
101,0,217
101,1,218
102,0,219
102,1,220
103,0,221
103,1,222
