source,destination
1,31
6,82
10,98
2,39
4,73
2,48
0,5
0,14
1,24
1,33
6,84
2,41
2,50
5,76
0,7
0,16
1,17
1,26
2,34
7,85
11,101
2,43
0,0
5,78
0,9
1,19
1,28
2,36
7,87
3,65
2,45
0,2
1,21
8,91
1,30
10,97
3,58
2,38
3,67
2,47
1,23
8,93
1,32
3,51
10,99
3,60
2,40
2,49
4,68
5,75
1,22
1,25
9,94
3,53
11,100
3,62
2,42
4,70
5,77
0,11
1,18
9,96
3,55
2,35
11,102
3,64
6,81
4,72
7,89
0,4
0,13
1,20
8,90
3,57
2,37
3,66
6,83
4,74
0,6
0,15
8,92
3,59
0,8
3,52
1,27
3,61
4,69
7,86
2,44
0,1
5,79
0,10
9,95
3,54
1,29
3,63
6,80
4,71
7,88
2,46
0,3
0,12
3,56
