index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,False,True,True
3,True,False,False
4,False,False,True
5,True,False,False
6,True,True,True
7,False,False,False
8,True,False,True
9,False,False,False
10,False,False,True
11,True,False,False
12,False,False,True
13,True,False,False
14,False,False,True
15,True,False,False
16,True,False,True
17,False,False,False
18,False,False,False
19,True,False,False
20,False,False,True
21,True,False,False
22,False,False,True
23,False,False,False
24,False,False,False
25,False,False,False
26,False,False,False
27,False,False,False
28,True,True,False
29,False,False,False
30,False,False,False
31,False,False,False
32,False,False,True
33,False,False,True
34,False,False,False
35,False,False,False
36,False,False,False
37,False,False,False
38,True,True,False
39,False,False,False
40,False,False,False
41,False,False,False
42,False,False,False
43,False,False,True
44,False,False,True
45,False,False,False
46,False,False,False
47,False,False,False
48,False,True,False
49,False,False,False
50,False,False,False
51,False,False,False
52,True,False,False
53,False,False,True
54,False,False,False
55,False,False,True
56,False,False,True
57,True,False,False
58,False,False,False
59,False,False,False
60,False,False,False
61,False,False,False
62,False,False,False
63,False,False,False
64,False,False,False
65,False,True,False
66,False,False,False
67,False,False,False
68,False,False,False
69,False,False,False
70,False,False,False
71,False,False,False
72,False,False,False
73,False,False,False
74,False,True,False
75,False,False,False
76,True,False,False
77,False,False,True
78,False,False,False
79,False,False,False
80,False,False,False
81,False,True,False
82,False,False,True
83,False,False,False
84,False,False,False
85,False,False,False
86,False,False,False
87,True,False,False
88,False,False,False
89,False,False,False
90,False,False,False
91,False,False,False
92,False,False,False
93,False,False,False
94,False,False,True
95,False,True,False
96,False,False,False
97,True,False,False
98,False,False,False
99,False,False,True
100,True,False,False
101,False,False,False
102,False,False,False
103,False,False,False
104,False,False,False
105,False,False,False
106,False,False,False
107,False,False,True
108,False,True,False
109,False,False,False
110,False,False,True
111,False,False,False
112,False,False,False
113,False,False,False
114,False,False,False
115,False,False,False
116,False,False,False
117,False,False,False
118,False,False,False
119,False,False,False
120,True,True,False
121,False,False,True
122,False,False,False
123,False,True,False
124,False,False,False
125,False,False,False
126,True,False,False
127,False,False,False
128,False,False,False
129,False,False,False
130,False,False,False
131,False,False,False
