index,is_relaxed,is_in_good_operators
0,False,True
1,False,True
2,False,True
3,False,False
4,True,True
5,True,True
6,False,True
7,False,True
8,False,False
9,False,False
10,False,True
11,False,True
12,False,True
13,True,True
14,False,False
15,False,False
16,False,True
17,False,True
18,False,False
19,False,False
20,False,False
21,False,True
22,False,False
23,False,False
24,False,False
25,False,True
26,False,False
27,False,True
28,False,False
29,False,True
30,False,True
31,False,False
32,False,False
33,False,True
34,False,True
35,False,True
36,False,True
37,False,True
38,False,True
39,False,False
40,False,False
41,True,True
42,False,False
43,False,True
44,False,True
45,False,False
46,False,True
47,False,False
48,False,False
49,False,False
50,False,False
51,False,False
52,False,False
53,False,False
54,False,False
55,False,False
56,False,False
57,False,False
58,False,False
59,False,False
60,False,False
61,False,False
62,False,False
63,True,True
64,False,False
65,False,False
66,False,False
67,False,False
68,True,True
69,False,False
70,False,False
71,False,False
72,False,False
73,False,False
74,False,True
75,False,False
76,False,True
77,False,False
78,False,False
79,False,False
80,True,True
81,False,True
82,False,False
83,False,False
84,False,False
85,False,True
86,False,False
87,False,False
88,False,False
89,False,False
90,False,True
91,True,True
92,False,False
93,False,False
94,False,False
95,False,False
96,False,False
97,False,False
98,False,False
99,False,False
100,False,False
101,False,False
102,True,True
103,False,False
104,False,False
105,False,False
106,False,False
107,False,False
108,False,False
109,False,False
110,False,False
111,False,True
112,False,False
113,False,False
114,False,False
115,True,True
116,False,False
117,False,True
118,False,False
119,False,True
120,False,True
121,False,False
122,False,False
123,True,True
124,False,True
125,False,True
126,False,True
127,False,True
128,False,True
129,False,False
130,False,False
131,False,False
132,False,False
133,False,True
134,False,True
135,True,True
136,False,True
137,False,False
138,True,True
139,False,False
140,False,False
141,False,False
142,False,False
143,False,False
144,False,False
145,False,False
146,False,False
147,False,False
148,False,False
149,False,False
150,False,False
151,False,False
152,False,False
153,False,False
154,False,False
155,False,False
156,False,False
157,False,False
158,False,False
159,False,False
160,False,False
161,False,False
162,False,False
163,False,False
164,False,True
165,False,False
166,False,True
167,False,False
168,False,False
169,False,False
170,False,False
171,False,True
172,True,True
173,True,True
174,False,False
175,False,True
176,False,False
177,False,False
178,False,False
179,False,False
180,False,True
181,False,False
182,False,False
183,False,False
184,False,False
185,False,False
186,False,False
187,False,False
188,False,False
189,False,False
190,False,False
191,False,False
192,False,False
193,False,False
194,False,False
195,True,True
196,False,False
197,False,False
198,False,False
199,False,False
