source,destination
18,72
10,43
3,13
2,11
21,101
15,60
22,108
22,117
18,74
7,28
11,44
17,69
3,15
5,21
21,103
15,62
22,110
24,129
8,32
23,127
7,30
11,46
17,71
0,0
5,23
21,96
8,34
10,40
22,124
20,81
6,27
0,2
21,89
4,18
21,98
12,49
16,65
10,42
14,58
20,83
3,12
21,91
13,53
21,100
1,5
16,67
18,73
9,37
22,119
17,68
3,14
21,84
21,93
13,55
21,102
15,61
1,7
19,77
24,128
22,112
18,75
9,39
22,121
11,45
6,24
21,86
21,95
21,104
15,63
19,79
2,8
22,105
8,33
22,114
22,123
11,47
20,80
6,26
21,88
4,17
21,97
16,64
2,10
22,107
8,35
12,51
22,116
14,57
22,125
20,82
21,90
4,19
13,52
21,99
1,4
5,20
16,66
22,109
9,36
22,118
14,59
23,126
7,29
21,92
13,54
17,70
1,6
19,76
5,22
22,111
9,38
22,120
21,85
7,31
21,94
0,1
19,78
12,48
22,113
22,122
6,25
10,41
21,87
4,16
0,3
2,9
22,106
12,50
22,115
14,56
