source,destination
6,18
24,88
25,96
25,105
25,114
24,72
21,64
24,81
6,20
24,90
17,51
25,98
19,57
25,107
16,49
25,116
12,36
9,28
14,42
24,74
24,83
24,92
7,21
17,53
22,67
25,100
19,59
25,109
0,0
25,118
15,46
12,38
14,44
24,76
8,25
24,85
10,31
24,94
7,23
25,102
3,10
25,111
0,2
5,16
1,3
24,78
24,87
25,95
23,70
25,104
1,5
18,55
24,71
24,80
24,89
11,34
25,97
25,106
4,13
2,6
24,73
24,82
20,60
17,52
22,66
25,99
13,39
15,45
12,37
2,8
8,24
24,75
10,30
20,62
22,68
3,9
13,41
15,47
25,113
8,26
10,32
21,63
6,19
23,69
3,11
16,48
25,115
1,4
18,54
9,27
11,33
21,65
24,91
4,12
19,58
25,108
16,50
25,117
18,56
9,29
14,43
11,35
24,84
24,93
7,22
4,14
25,101
25,110
0,1
5,15
2,7
20,61
24,77
24,86
13,40
25,103
25,112
5,17
24,79
