index,is_init,is_goal
0,False,False
1,False,True
2,True,False
3,False,False
4,False,False
5,False,False
6,False,True
7,False,False
8,True,False
9,False,False
10,False,False
11,False,False
12,False,False
13,True,False
14,False,True
15,False,False
16,False,False
17,False,False
18,False,True
19,True,False
20,False,False
21,False,False
22,False,False
23,False,False
24,False,False
25,True,False
26,False,False
27,True,False
28,False,False
29,False,False
30,False,False
31,True,False
32,False,False
33,False,False
34,False,False
35,True,False
36,False,False
37,False,False
38,False,False
39,False,False
40,False,False
41,False,False
42,True,False
43,False,False
44,False,False
45,False,False
46,True,False
47,False,False
