source,destination
26,140
26,149
24,106
19,64
22,81
24,115
0,5
3,22
25,123
23,98
25,132
26,142
17,60
22,74
24,108
22,83
23,91
25,125
5,30
23,100
1,8
26,135
26,144
10,47
22,76
0,0
22,85
25,118
4,25
23,93
5,32
1,10
26,137
21,68
26,146
8,43
11,48
22,78
0,2
3,19
6,36
23,86
4,27
23,95
15,57
18,62
26,139
26,148
9,44
22,71
22,80
3,21
6,38
23,88
13,53
24,117
4,29
23,97
16,58
2,13
26,141
20,67
22,73
22,82
3,23
24,110
23,90
23,99
1,7
25,127
2,15
26,134
17,61
22,75
22,84
24,103
24,112
4,24
7,41
23,92
23,101
25,120
1,9
25,129
2,17
5,34
8,42
14,55
22,77
3,18
6,35
24,105
24,114
4,26
23,94
15,56
0,4
25,122
1,11
25,131
12,51
22,70
11,49
6,37
24,107
23,87
13,52
19,65
4,28
24,116
25,124
2,12
18,63
25,133
20,66
9,45
22,72
26,143
10,46
6,39
24,109
23,89
1,6
16,59
25,126
2,14
5,31
26,136
26,145
24,102
24,111
7,40
0,1
25,119
25,128
2,16
5,33
14,54
26,138
21,69
26,147
24,104
22,79
24,113
0,3
3,20
25,121
23,96
25,130
12,50
