index,is_init,is_goal
0,False,False
1,False,False
2,False,False
3,False,True
4,True,False
5,False,False
6,False,False
7,False,False
8,False,False
9,False,False
10,False,False
11,False,True
12,False,False
13,True,False
14,False,False
15,False,False
16,False,False
17,True,False
18,False,True
19,False,False
20,False,False
21,False,False
22,False,False
23,False,False
24,False,False
25,False,False
26,True,False
27,False,False
28,False,True
29,False,False
30,False,False
31,False,False
32,False,False
33,False,False
34,False,True
35,False,False
36,True,False
37,False,False
38,False,False
39,False,False
40,False,True
41,False,False
42,False,False
43,False,False
44,False,False
45,True,False
46,False,False
47,False,False
48,False,False
49,False,False
50,False,False
51,False,False
52,False,False
53,True,False
54,False,False
55,False,False
56,False,False
57,False,False
58,True,False
59,False,False
60,False,False
61,False,False
62,True,False
63,False,False
64,False,False
65,False,False
66,False,False
67,False,False
68,False,False
69,True,False
