index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,False,False,True
3,True,False,False
4,False,False,True
5,True,False,False
6,True,False,True
7,False,False,False
8,False,False,True
9,True,False,False
10,False,False,True
11,True,False,False
12,False,True,True
13,True,False,False
14,False,False,True
15,True,False,False
16,False,False,True
17,True,False,False
18,False,False,True
19,True,False,False
20,False,False,True
21,True,False,True
22,False,False,True
23,True,False,False
24,False,False,False
25,False,False,False
26,False,False,False
27,False,False,True
28,False,False,False
29,False,False,False
30,False,False,False
31,False,False,False
32,False,True,False
33,False,False,True
34,False,False,True
35,False,False,False
36,False,True,False
37,False,False,False
38,True,False,False
39,False,False,False
40,False,False,False
41,False,False,False
42,False,False,False
43,False,False,False
44,False,False,False
45,True,False,False
46,False,False,False
47,False,False,False
48,False,False,False
49,False,False,False
50,False,False,False
51,False,False,False
52,False,False,True
53,False,True,False
54,False,False,False
55,False,False,True
56,False,False,False
57,False,False,False
58,False,False,False
59,False,False,True
60,False,False,False
61,False,False,False
62,False,False,False
63,True,True,False
64,False,False,False
65,False,False,False
66,False,False,True
67,False,False,False
68,False,False,False
69,False,False,False
70,True,False,False
71,False,False,False
72,False,False,False
73,False,True,False
74,False,False,False
75,False,False,True
76,False,False,False
77,False,False,True
78,False,False,False
79,False,False,False
80,False,False,False
81,False,False,False
82,False,True,True
83,True,False,False
84,False,False,False
85,False,False,False
86,False,False,False
87,False,False,False
88,False,False,True
89,False,False,False
90,False,False,False
91,False,True,False
92,False,False,False
93,False,False,False
94,False,False,False
95,False,False,False
96,False,False,False
97,True,False,False
98,False,False,True
99,False,False,True
100,False,False,False
101,False,True,False
102,False,False,False
103,False,False,False
104,True,False,False
105,False,False,False
106,False,False,False
107,False,False,True
108,False,False,False
109,False,False,False
110,False,False,True
111,False,False,False
112,False,False,False
113,False,False,False
114,False,False,False
115,False,False,False
116,False,False,True
117,False,True,False
118,False,False,False
119,False,False,False
120,True,False,False
121,False,False,True
122,False,True,False
123,False,False,False
124,False,False,False
125,False,False,False
126,False,False,False
127,False,False,False
128,False,False,False
129,True,False,False
130,False,False,False
131,False,False,False
