source,destination
6,18
33,100
33,109
34,138
33,118
34,147
31,93
33,127
34,156
28,85
24,72
21,64
26,78
6,20
17,51
33,102
34,131
33,111
19,57
34,140
33,120
16,49
34,149
31,95
34,158
12,36
9,28
14,42
24,74
26,80
32,96
7,21
17,53
22,67
33,104
34,133
33,113
19,59
34,142
0,0
34,151
15,46
34,160
12,38
14,44
8,25
25,75
10,31
7,23
33,106
34,135
3,10
34,144
0,2
5,16
34,153
1,3
25,77
30,91
33,99
33,108
23,70
34,137
34,146
1,5
33,129
18,55
11,34
33,101
29,88
34,139
4,13
31,94
33,122
27,81
2,6
24,73
20,60
17,52
22,66
34,132
13,39
15,45
33,115
12,37
33,124
27,83
2,8
8,24
34,162
10,30
20,62
22,68
34,134
3,9
13,41
15,47
33,117
33,126
34,155
28,84
8,26
25,76
30,90
10,32
21,63
6,19
23,69
3,11
33,110
33,119
16,48
34,148
1,4
33,128
18,54
34,157
28,86
9,27
30,92
11,33
21,65
26,79
23,71
29,87
33,103
4,12
33,112
19,58
34,141
33,121
16,50
34,150
33,130
18,56
34,159
9,29
14,43
11,35
32,97
7,22
29,89
33,105
4,14
33,114
34,143
33,123
0,1
5,15
27,82
34,152
2,7
34,161
20,61
33,98
13,40
33,107
34,136
33,116
34,145
33,125
5,17
34,154
34,163
