source,destination
32,211
31,191
27,105
29,139
26,103
28,122
8,64
0,5
10,70
17,85
3,31
6,48
32,195
4,39
31,175
1,15
32,204
31,184
29,132
32,213
31,193
29,141
24,99
28,115
28,124
8,66
14,79
0,7
3,24
6,50
32,202
4,32
1,8
32,197
7,58
31,177
32,206
31,186
29,134
15,80
32,215
30,169
25,100
28,117
28,126
0,0
3,26
22,94
11,73
6,52
4,34
1,10
32,199
7,60
13,76
31,179
32,208
30,162
28,110
18,87
30,171
28,119
8,61
29,148
20,90
0,2
9,69
3,28
4,36
31,172
1,12
32,201
32,210
2,20
27,104
30,155
16,83
5,46
30,164
28,112
28,121
8,63
3,30
6,47
23,97
32,194
4,38
7,55
31,174
1,14
32,203
32,212
2,22
30,157
30,166
28,114
29,143
28,123
14,78
21,93
6,49
32,196
7,57
32,205
30,150
5,41
30,159
28,107
31,188
29,136
28,116
30,168
29,145
12,74
28,125
3,25
6,51
4,33
1,9
32,198
7,59
19,88
2,17
32,207
30,152
5,43
31,181
29,129
28,109
30,161
31,190
29,138
28,118
30,170
29,147
28,127
26,102
0,4
4,35
1,11
17,84
32,200
2,19
30,154
5,45
31,183
29,131
28,111
30,163
31,192
29,140
28,120
24,98
29,149
31,173
8,65
0,6
7,54
10,71
1,13
2,21
31,176
30,156
31,185
29,133
28,113
30,165
32,214
29,142
21,92
8,67
7,56
11,72
2,23
5,40
30,158
28,106
31,178
31,187
29,135
15,81
30,167
29,144
18,86
25,101
0,1
9,68
3,27
22,95
6,53
2,16
30,151
5,42
31,180
13,77
28,108
29,128
30,160
31,189
29,137
32,209
16,82
29,146
12,75
8,62
20,91
0,3
3,29
23,96
19,89
2,18
4,37
30,153
5,44
31,182
29,130
