source,destination
18,72
24,97
10,43
28,122
3,13
28,131
22,90
2,11
15,60
18,74
29,141
24,99
7,28
28,115
11,44
28,124
17,69
3,15
28,133
5,21
29,162
15,62
8,32
27,109
7,30
25,100
11,46
28,117
30,169
28,126
17,71
0,0
29,155
28,135
5,23
23,93
29,164
31,170
8,34
27,111
10,40
25,102
28,119
20,81
6,27
29,148
28,128
0,2
29,157
4,18
28,137
29,166
23,95
12,49
16,65
24,96
10,42
28,112
14,58
28,121
20,83
3,12
29,150
28,130
22,89
29,159
26,105
13,53
28,139
1,5
16,67
18,73
9,37
28,114
29,143
28,123
17,68
3,14
21,84
28,132
29,152
22,91
29,161
26,107
13,55
15,61
1,7
19,77
18,75
27,108
9,39
30,168
28,116
11,45
6,24
29,145
28,125
21,86
28,134
29,154
29,163
23,92
15,63
19,79
2,8
8,33
27,110
28,118
11,47
20,80
6,26
29,147
28,127
29,156
4,17
29,165
23,94
16,64
2,10
8,35
12,51
14,57
29,140
28,120
20,82
24,98
29,149
29,158
4,19
13,52
26,104
1,4
5,20
16,66
9,36
28,113
14,59
29,142
29,151
7,29
29,160
26,106
13,54
17,70
1,6
19,76
5,22
9,38
29,144
21,85
7,31
25,101
29,153
0,1
28,136
19,78
31,171
12,48
6,25
29,146
10,41
21,87
4,16
25,103
28,129
0,3
22,88
28,138
2,9
29,167
12,50
14,56
