source,destination
6,18
30,119
30,128
29,105
28,85
30,137
29,114
24,72
21,64
26,78
6,20
17,51
19,57
30,121
16,49
29,98
30,130
29,107
12,36
30,139
9,28
14,42
24,74
26,80
7,21
17,53
22,67
19,59
29,91
30,123
0,0
29,100
15,46
30,132
29,109
12,38
30,141
14,44
8,25
25,75
10,31
7,23
30,116
3,10
29,93
30,125
0,2
5,16
29,102
30,134
29,111
1,3
25,77
23,70
29,86
30,118
29,95
30,127
29,104
29,113
1,5
18,55
11,34
29,88
30,120
4,13
29,97
29,106
27,81
2,6
24,73
20,60
17,52
22,66
13,39
29,90
30,122
29,99
15,45
29,108
12,37
27,83
2,8
8,24
30,143
10,30
20,62
22,68
30,115
3,9
13,41
29,92
29,101
15,47
30,136
28,84
8,26
25,76
10,32
21,63
6,19
23,69
3,11
29,94
16,48
30,129
1,4
18,54
30,138
9,27
11,33
21,65
26,79
23,71
29,87
4,12
29,96
19,58
16,50
30,131
18,56
30,140
9,29
14,43
11,35
7,22
29,89
4,14
30,124
0,1
5,15
27,82
30,133
2,7
29,110
30,142
20,61
13,40
30,117
30,126
5,17
29,103
30,135
29,112
