index,is_in_good_operators
0,True
1,True
2,False
3,False
4,True
5,True
6,True
7,True
8,True
9,True
10,True
11,True
12,True
13,False
14,True
15,False
16,True
17,True
18,True
19,True
20,False
21,False
22,False
23,False
24,False
25,True
26,True
27,True
28,False
29,True
30,True
31,False
32,True
33,False
34,False
35,True
36,False
37,True
38,False
39,True
40,True
41,True
42,False
43,False
44,False
45,False
46,False
47,False
48,True
49,False
50,False
51,False
52,False
53,False
54,False
55,False
56,False
57,False
58,False
59,False
60,False
61,False
62,False
63,False
64,False
65,False
66,False
67,False
68,False
69,True
70,False
71,False
72,True
73,True
74,False
75,False
76,True
77,True
78,False
79,True
80,True
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,True
91,False
92,True
93,True
94,False
95,True
96,False
97,True
98,False
99,False
100,True
101,True
102,True
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,True
111,False
112,False
113,False
114,False
115,False
116,True
117,False
118,False
119,False
120,False
121,False
122,False
123,False
124,True
125,False
126,False
127,False
128,False
129,False
130,False
131,False
132,True
133,False
134,False
135,True
136,False
137,True
138,False
139,True
140,True
141,False
142,True
143,False
144,False
145,True
146,True
147,True
148,False
149,True
150,True
151,False
152,False
153,False
154,False
155,True
156,False
157,False
158,False
159,False
160,False
161,False
162,False
163,False
164,False
165,False
166,False
167,False
168,False
169,True
170,False
171,False
172,False
173,False
174,False
175,False
176,False
177,False
178,False
179,False
180,False
181,False
182,True
183,False
184,False
185,False
186,True
187,True
188,False
189,True
190,True
191,True
192,False
193,False
194,True
195,False
196,False
197,False
198,False
199,False
200,False
201,False
202,True
203,True
204,False
205,True
206,False
207,True
208,False
209,False
210,True
211,True
212,False
213,False
214,False
215,False
216,False
217,False
218,True
219,False
220,True
221,False
222,False
223,False
224,False
225,False
226,False
227,False
228,False
229,False
230,False
231,False
232,False
233,False
234,False
235,False
236,False
237,False
238,False
239,False
240,False
241,False
