source,destination
32,211
31,191
27,105
27,114
26,94
26,103
28,122
30,174
28,131
0,5
3,22
19,73
32,195
32,204
31,184
31,193
27,107
26,87
29,141
8,48
26,96
27,116
10,54
28,124
17,69
28,133
6,41
5,30
1,8
32,197
31,177
32,206
31,186
24,83
27,109
26,89
8,50
27,118
30,169
28,126
0,0
29,155
28,135
4,25
5,32
15,64
1,10
32,199
31,179
32,208
25,84
27,111
26,91
30,162
27,120
30,171
22,78
29,148
28,128
11,57
0,2
3,19
6,36
28,137
29,157
4,27
7,44
13,60
32,201
32,210
18,71
27,104
27,113
30,164
20,74
30,173
9,53
29,150
28,130
3,21
6,38
28,139
4,29
7,46
32,194
16,67
2,13
32,203
27,106
8,47
27,115
30,166
29,143
28,123
30,175
17,68
29,152
23,81
26,98
28,132
3,23
6,40
1,7
32,196
32,205
2,15
24,82
27,108
30,159
8,49
27,117
30,168
14,62
31,188
21,77
28,125
29,145
29,154
26,100
28,134
4,24
1,9
32,198
32,207
2,17
5,34
27,110
30,161
12,58
31,181
31,190
30,170
29,147
26,93
28,127
3,18
29,156
26,102
4,26
7,43
0,4
19,72
1,11
32,200
25,85
31,183
30,163
31,192
29,140
9,52
26,86
30,172
29,149
26,95
6,37
4,28
7,45
13,61
16,66
2,12
31,176
31,185
30,165
20,75
29,142
26,88
29,151
23,80
26,97
6,39
10,55
1,6
2,14
5,31
31,178
30,158
31,187
30,167
21,76
26,90
29,144
8,51
26,99
27,119
29,153
11,56
0,1
28,136
2,16
5,33
15,65
31,180
30,160
32,209
18,70
31,189
14,63
27,112
26,92
29,146
27,121
26,101
22,79
7,42
28,129
0,3
3,20
28,138
5,35
32,202
31,182
12,59
