source,destination
80,184
43,110
17,58
3,13
64,151
27,77
71,166
34,92
2,11
37,97
12,43
24,72
78,180
10,36
41,106
44,111
62,147
31,86
3,15
79,181
85,194
15,53
48,120
12,45
1,8
69,161
14,51
32,87
8,32
21,66
10,38
86,195
42,107
22,67
7,30
55,134
76,175
0,0
3,17
39,101
83,190
28,80
46,116
5,23
49,121
67,157
18,60
57,137
84,191
35,94
53,130
11,39
56,135
74,171
6,27
19,61
63,150
0,2
4,18
5,25
60,144
16,56
81,185
26,75
70,164
33,90
80,183
54,131
11,41
17,57
23,70
71,165
51,125
4,20
40,104
58,140
1,5
61,145
24,71
30,84
78,179
10,35
47,118
65,154
68,159
31,85
3,14
75,174
38,100
85,193
59,141
72,168
1,7
8,31
82,188
45,114
10,37
66,155
29,81
62,148
3,16
83,189
13,48
46,115
52,128
15,54
1,9
73,169
18,59
36,95
69,162
25,74
53,129
77,178
22,68
63,149
43,109
76,176
50,124
13,50
60,143
0,4
16,55
34,91
67,158
2,10
70,163
33,89
9,34
57,138
20,64
11,40
23,69
41,105
74,172
6,28
4,19
40,103
58,139
64,152
27,78
30,83
2,12
48,119
37,98
12,44
81,186
47,117
65,153
21,65
54,132
11,42
75,173
7,29
38,99
55,133
44,112
51,126
4,21
72,167
1,6
28,79
5,22
61,146
79,182
82,187
12,46
45,113
14,52
32,88
35,93
68,160
86,196
42,108
13,47
52,127
59,142
0,1
39,102
5,24
25,73
49,122
77,177
66,156
84,192
29,82
50,123
13,49
56,136
19,62
0,3
73,170
5,26
36,96
9,33
20,63
26,76
