index,is_init,is_goal
0,False,True
1,False,False
2,True,False
3,False,False
4,False,False
5,False,False
6,False,False
7,True,False
8,False,False
9,False,True
10,False,False
11,False,False
12,False,False
13,False,False
14,False,False
15,True,False
16,False,True
17,False,False
18,False,False
19,False,False
20,False,False
21,True,False
22,False,False
23,False,True
24,False,False
25,False,False
26,False,False
27,False,False
28,False,False
29,True,False
30,False,True
31,False,False
32,False,False
33,False,False
34,False,False
35,False,True
36,True,False
37,False,False
38,False,False
39,False,False
40,False,False
41,False,False
42,False,False
43,False,False
44,True,False
45,True,False
46,False,False
47,False,False
48,False,False
49,False,False
50,True,False
51,False,False
52,False,False
53,True,False
54,False,False
55,False,False
56,True,False
57,False,False
58,False,False
59,False,False
60,False,False
61,True,False
62,False,False
63,False,False
64,False,False
65,False,False
66,False,False
67,False,False
68,True,False
69,False,False
70,False,False
71,False,False
72,False,False
73,True,False
