source,destination
55,130
44,109
62,145
28,76
46,112
2,11
5,28
14,49
32,85
35,90
53,126
42,105
59,139
39,99
4,23
60,140
49,119
12,45
1,8
33,86
50,120
56,133
19,59
0,0
3,17
40,100
4,25
57,134
1,10
26,73
8,34
47,114
10,40
54,129
17,55
38,96
0,2
3,19
34,89
51,123
4,27
37,94
61,143
24,69
45,110
8,36
41,103
44,108
62,144
31,83
3,21
52,124
15,50
48,117
1,5
25,70
32,84
2,13
9,37
42,104
22,64
55,131
11,43
29,79
6,31
39,98
13,46
46,113
4,22
49,118
1,7
18,57
36,93
2,15
20,60
53,127
9,39
56,132
43,107
7,32
4,24
27,74
60,141
16,53
1,9
33,87
54,128
17,54
23,67
3,18
51,122
40,101
58,137
4,26
0,4
61,142
24,68
30,81
8,35
14,48
47,115
21,63
31,82
38,97
59,138
28,77
2,12
5,29
12,44
45,111
11,42
29,78
35,91
6,30
19,58
52,125
15,51
1,6
18,56
36,92
25,71
2,14
9,38
26,72
22,65
43,106
50,121
13,47
0,1
16,52
34,88
2,16
57,135
20,61
23,66
41,102
10,41
7,33
58,136
27,75
0,3
3,20
30,80
48,116
37,95
21,62
