source,destination
1,31
1,40
13,161
4,73
2,48
0,5
0,14
12,153
6,112
5,92
5,101
11,151
1,24
7,129
1,33
3,70
2,50
0,7
6,105
0,16
9,138
12,155
6,114
5,94
7,122
1,26
7,131
1,35
2,43
2,52
0,0
8,132
0,9
6,107
5,87
9,140
6,116
5,96
7,124
1,28
1,37
13,158
3,65
2,45
2,54
0,2
8,134
4,82
6,109
5,89
7,117
1,21
7,126
10,143
1,30
1,39
3,58
3,67
2,47
2,56
4,75
6,102
4,84
12,152
6,111
7,119
1,23
7,128
10,145
1,32
3,60
3,69
2,49
4,77
6,104
4,86
9,137
12,154
6,113
7,121
0,18
1,25
7,130
3,62
2,42
3,71
4,79
6,106
12,156
6,115
0,11
7,123
0,20
5,98
11,148
3,64
13,160
4,72
4,81
6,108
0,4
8,136
0,13
5,91
7,125
10,142
5,100
11,150
3,57
3,66
1,41
4,74
4,83
6,110
0,6
7,118
0,15
5,93
7,127
10,144
3,59
1,34
3,68
4,76
6,103
2,51
4,85
0,8
7,120
0,17
9,139
5,95
10,146
1,27
3,61
1,36
13,157
2,44
4,78
2,53
0,1
8,133
0,10
5,88
0,19
9,141
5,97
11,147
1,29
3,63
1,38
13,159
2,46
4,80
2,55
0,3
8,135
0,12
5,90
5,99
11,149
1,22
