source,destination
21,80
10,43
45,129
55,148
44,127
2,11
28,94
46,130
52,143
12,52
15,69
18,74
25,89
32,103
10,45
35,108
53,144
42,123
3,15
22,83
39,117
1,8
16,70
49,137
33,104
11,46
20,79
0,0
3,17
23,84
56,151
5,23
13,58
40,118
15,64
27,93
8,34
30,98
26,91
11,48
47,132
54,147
17,73
0,2
5,25
38,114
51,141
12,49
15,66
8,36
24,87
10,42
45,128
6,29
4,20
31,101
1,5
52,142
15,68
2,13
8,38
25,88
10,44
14,60
3,14
6,31
22,82
29,97
4,22
13,55
50,138
1,7
19,77
18,75
36,111
9,39
57,152
14,62
20,78
3,16
7,32
13,57
43,125
27,92
16,71
34,107
37,112
9,41
11,47
54,146
3,18
23,85
41,121
44,126
0,4
2,10
5,27
12,50
8,35
12,51
30,99
48,135
32,102
6,28
21,81
4,19
42,122
55,149
2,12
39,116
28,95
46,131
8,37
12,53
49,136
14,59
6,30
29,96
35,109
4,21
13,54
53,145
56,150
1,6
19,76
36,110
14,61
26,90
33,105
13,56
43,124
17,72
0,1
50,139
5,24
34,106
51,140
40,119
15,65
9,40
24,86
57,153
14,63
7,33
41,120
47,133
0,3
31,100
2,9
5,26
38,115
15,67
48,134
37,113
