index,is_in_good_operators
0,True
1,True
2,True
3,True
4,True
5,True
6,True
7,True
8,True
9,False
10,True
11,True
12,True
13,True
14,True
15,True
16,True
17,True
18,True
19,True
20,True
21,False
22,True
23,True
24,True
25,True
26,True
27,False
28,False
29,False
30,False
31,False
32,False
33,False
34,False
35,False
36,False
37,False
38,False
39,False
40,True
41,True
42,True
43,False
44,True
45,True
46,True
47,True
48,True
49,True
50,True
51,True
52,False
53,False
54,True
55,True
56,True
57,True
58,True
59,False
60,False
61,False
62,False
63,False
64,False
65,False
66,False
67,False
68,False
69,False
70,False
71,False
72,False
73,False
74,False
75,False
76,False
77,False
78,False
79,False
80,False
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,False
91,False
92,False
93,False
94,False
95,False
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,False
117,False
118,False
119,False
120,False
121,False
122,False
123,False
124,False
125,False
126,False
127,False
128,False
129,False
130,False
131,False
132,False
133,False
134,False
135,False
136,False
137,False
138,False
139,False
140,False
141,True
142,True
143,False
144,False
145,True
146,True
147,False
148,False
149,True
150,False
151,False
152,False
153,True
154,True
155,False
156,False
157,True
158,True
159,False
160,False
161,True
162,True
163,False
164,False
165,True
166,True
167,False
168,False
169,True
170,True
171,False
172,False
173,True
174,True
175,False
176,False
177,True
178,True
179,False
180,False
181,True
182,True
183,False
184,False
185,True
186,True
187,False
188,False
189,True
190,True
191,False
192,False
193,False
194,False
195,False
196,False
197,False
198,False
199,False
200,False
201,False
202,False
203,False
204,False
205,False
206,False
207,False
208,False
209,False
210,False
211,False
212,True
213,True
214,True
215,True
216,True
217,True
218,True
219,True
220,True
221,True
222,True
223,True
224,True
225,False
226,True
227,True
228,True
229,True
230,True
231,False
232,False
233,False
234,False
235,False
236,False
237,False
238,False
239,False
240,True
241,True
242,False
243,True
244,True
245,False
246,True
247,True
248,True
249,True
250,True
251,True
252,True
253,True
254,True
255,False
256,False
257,False
258,True
259,True
260,False
261,True
262,True
263,False
264,False
265,False
266,False
267,False
268,False
269,False
270,False
271,False
272,False
273,False
274,False
275,False
