source,destination
4,55
4,64
5,74
3,40
1,15
3,49
4,57
6,84
2,32
4,66
5,67
5,76
1,8
3,42
9,92
1,17
2,25
4,59
2,34
5,69
0,0
5,78
3,35
1,10
3,44
4,52
2,27
4,61
10,95
7,87
5,71
0,2
5,80
1,3
3,37
1,12
8,91
2,20
4,54
2,29
10,97
5,73
5,82
1,5
1,14
2,22
2,31
11,98
5,75
1,7
1,16
2,24
9,94
2,33
11,100
5,68
5,77
1,9
1,18
3,46
2,26
4,63
5,70
1,11
3,39
2,19
8,90
3,48
2,28
10,96
4,56
6,83
4,65
1,4
1,13
3,41
2,21
3,50
2,30
4,58
6,85
1,6
3,43
2,23
9,93
4,51
11,99
4,60
7,86
0,1
5,79
3,36
3,45
4,53
4,62
7,88
5,72
5,81
3,38
8,89
3,47
