source,destination
18,72
24,97
10,43
24,106
3,13
24,115
22,90
25,123
2,11
25,132
15,60
18,74
24,99
7,28
11,44
24,108
17,69
3,15
5,21
25,125
15,62
8,32
26,144
24,101
7,30
11,46
17,71
0,0
5,23
23,93
8,34
25,139
10,40
20,81
6,27
0,2
4,18
23,95
12,49
16,65
25,141
24,96
10,42
14,58
20,83
3,12
22,89
13,53
24,117
1,5
16,67
25,134
18,73
25,143
9,37
17,68
3,14
21,84
22,91
24,110
13,55
24,119
15,61
1,7
19,77
25,127
25,136
18,75
9,39
11,45
6,24
21,86
24,103
24,112
23,92
25,120
15,63
19,79
2,8
25,129
27,147
8,33
25,138
11,47
20,80
6,26
24,105
4,17
24,114
23,94
25,122
16,64
2,10
25,131
8,35
25,140
12,51
14,57
20,82
24,98
24,107
4,19
13,52
24,116
1,4
5,20
25,124
16,66
25,133
25,142
9,36
14,59
24,100
7,29
24,109
13,54
17,70
24,118
1,6
19,76
5,22
25,126
25,135
9,38
26,145
21,85
7,31
24,102
24,111
0,1
19,78
27,146
25,128
25,137
12,48
6,25
10,41
21,87
4,16
24,104
24,113
0,3
22,88
25,121
2,9
25,130
12,50
14,56
