source,destination
4,55
4,64
10,107
5,74
0,5
3,22
5,83
3,31
5,92
3,40
4,48
4,57
8,103
4,66
7,101
5,76
3,24
5,85
3,33
5,94
1,8
3,42
4,50
14,115
4,59
11,110
0,0
5,78
3,26
5,87
3,35
5,96
1,10
3,44
12,111
4,52
4,61
9,106
0,2
6,100
5,80
3,28
5,89
3,37
1,12
2,20
4,54
5,73
3,21
5,82
3,30
4,47
10,108
4,68
5,75
3,23
5,84
1,7
2,15
8,104
11,109
4,70
5,77
3,25
1,9
2,17
5,98
3,46
9,105
4,63
4,72
6,99
13,114
0,4
1,11
5,91
3,39
2,19
4,56
4,65
0,6
1,13
3,32
5,93
3,41
4,49
4,58
4,67
7,102
5,86
3,34
2,14
5,95
3,43
4,51
14,116
4,60
4,69
0,1
5,79
3,27
5,88
3,36
2,16
5,97
3,45
12,112
4,53
4,62
4,71
13,113
0,3
5,81
3,29
5,90
3,38
2,18
