source,destination
18,90
20,93
0,5
9,72
30,137
3,31
31,166
29,114
30,146
32,195
31,175
29,123
1,15
6,66
4,48
29,132
32,204
27,107
16,86
0,7
31,159
30,139
17,87
3,33
32,188
23,100
29,116
30,148
6,59
31,168
4,41
29,125
31,177
1,17
32,197
7,67
29,134
32,206
2,25
30,153
24,101
0,0
14,81
0,9
21,96
31,161
30,141
3,35
32,190
31,170
29,118
1,10
6,61
4,43
29,127
31,179
1,19
32,199
2,27
28,110
5,53
12,77
0,2
32,183
31,163
11,75
29,111
3,37
32,192
31,172
29,120
6,63
1,12
4,45
29,130
32,201
19,91
2,20
30,155
2,29
5,55
18,89
25,104
9,71
26,105
3,30
22,98
31,165
29,113
32,185
32,194
31,174
6,65
1,14
4,47
13,80
32,203
2,22
30,157
16,85
5,57
20,94
32,187
23,99
29,115
31,167
6,58
32,196
4,40
10,74
1,16
32,205
30,150
2,24
27,108
5,50
21,95
31,160
8,70
32,189
32,198
30,143
1,18
7,68
30,152
2,26
31,181
29,129
28,109
5,52
15,84
14,82
31,182
0,4
32,191
30,136
1,11
32,200
30,145
3,39
29,122
30,154
2,28
29,131
5,54
12,78
32,184
0,6
32,193
30,138
1,13
3,32
30,147
19,92
2,21
31,176
29,124
30,156
29,133
5,56
26,106
32,186
0,8
10,73
30,140
17,88
3,34
31,169
29,117
30,149
6,60
2,23
4,42
29,126
30,158
31,178
5,49
24,102
0,1
8,69
31,162
30,142
3,36
31,171
29,119
30,151
6,62
4,44
29,128
31,180
5,51
15,83
25,103
0,3
30,135
22,97
31,164
11,76
29,112
3,38
30,144
31,173
29,121
6,64
32,202
4,46
13,79
