source,destination
35,88
7,26
19,55
5,19
36,89
2,11
26,69
33,84
10,36
17,51
13,44
3,15
16,49
34,85
24,65
1,8
20,58
23,63
10,38
31,79
27,72
0,0
30,77
37,92
21,59
7,23
11,39
28,73
0,2
4,18
15,48
18,53
25,68
32,82
8,27
35,87
22,62
12,42
1,5
2,13
8,29
33,83
10,35
6,22
19,56
1,7
26,70
10,37
17,52
38,93
3,16
24,66
1,9
9,32
14,46
31,80
7,25
4,17
15,47
0,4
25,67
2,10
9,34
22,61
11,40
29,76
13,43
5,20
18,54
36,90
2,12
8,28
20,57
6,21
27,71
16,50
34,86
1,6
37,91
2,14
8,30
23,64
0,1
30,78
9,31
14,45
32,81
21,60
7,24
38,94
28,74
0,3
12,41
9,33
29,75
