source,destination
33,100
8,46
10,52
0,5
19,73
3,31
1,15
26,87
10,54
17,69
0,7
3,24
4,32
1,8
24,83
9,49
0,0
31,97
3,26
15,64
1,10
25,84
9,51
22,78
11,57
29,93
0,2
6,36
3,28
13,60
1,12
2,20
18,71
8,45
20,74
6,38
3,30
27,88
1,14
16,67
34,103
2,22
33,101
8,47
17,68
23,81
24,82
30,95
9,48
14,62
32,98
21,77
31,96
3,25
7,41
4,33
1,9
28,91
2,17
5,34
12,58
9,50
29,92
7,43
0,4
19,72
1,11
2,19
25,85
8,44
26,86
6,37
10,53
13,61
0,6
1,13
16,66
34,102
2,21
20,75
23,80
6,39
10,55
27,89
30,94
2,23
21,76
7,40
11,56
0,1
3,27
28,90
2,16
15,65
18,70
14,63
32,99
22,79
7,42
0,3
3,29
2,18
5,35
12,59
