index,is_init,is_goal
0,False,False
1,False,False
2,False,False
3,False,False
4,False,False
5,False,False
6,False,False
7,False,False
8,False,False
9,True,False
10,False,False
11,False,False
12,False,False
13,False,False
14,False,True
15,False,False
16,False,False
17,False,False
18,False,False
19,False,False
20,False,False
21,True,False
22,False,False
23,False,False
24,False,False
25,False,False
26,False,False
27,False,True
28,False,False
29,False,False
30,False,False
31,False,False
32,False,False
33,False,False
34,False,False
35,False,False
36,False,False
37,False,False
38,False,False
39,False,False
40,False,False
41,True,False
42,False,False
43,False,True
44,False,False
45,False,False
46,False,False
47,False,False
48,False,False
49,False,False
50,False,False
51,False,False
52,False,False
53,False,True
54,False,False
55,False,False
56,False,False
57,False,False
58,True,False
59,False,False
60,False,False
61,False,False
62,False,False
63,False,False
64,False,False
65,False,False
66,False,True
67,False,False
68,False,False
69,False,False
70,False,False
71,False,False
72,True,False
73,False,False
74,False,False
75,False,False
76,False,False
77,False,False
78,False,False
79,True,False
80,False,False
81,False,False
82,False,False
83,False,False
84,False,False
85,False,False
86,True,False
87,False,False
88,False,False
89,False,False
90,False,False
91,False,False
92,False,False
93,False,False
94,False,False
95,False,False
96,False,False
97,False,False
98,True,False
99,False,False
100,True,False
101,False,False
102,False,False
103,False,False
104,False,False
105,False,False
106,True,False
107,True,False
108,False,False
109,False,False
110,False,False
111,True,False
112,False,False
113,False,False
114,False,False
115,True,False
116,False,False
117,False,False
118,True,False
119,False,False
120,False,False
121,True,False
122,False,False
123,False,False
