index,is_init,is_goal
0,False,False
1,False,False
2,False,False
3,True,False
4,False,False
5,False,False
6,False,False
7,False,True
8,False,False
9,False,False
10,False,False
11,False,False
12,False,False
13,False,True
14,False,False
15,True,False
16,False,False
17,False,False
18,False,False
19,False,False
20,True,False
21,False,True
22,False,False
23,False,False
24,False,False
25,False,False
26,False,False
27,False,False
28,False,True
29,False,False
30,True,False
31,False,False
32,False,False
33,False,False
34,False,False
35,True,False
36,False,False
37,True,False
38,False,False
39,False,False
40,True,False
41,False,False
42,False,False
43,True,False
44,False,False
45,False,False
46,False,False
47,True,False
48,False,False
49,False,False
50,True,False
51,False,False
52,False,False
