source,destination
21,80
10,43
17,58
0,5
3,22
22,99
4,30
22,108
8,39
7,37
3,24
15,53
22,101
4,32
1,8
22,110
14,51
11,46
0,0
3,26
22,103
12,47
1,10
18,60
9,42
20,72
19,61
0,2
6,36
21,89
22,96
4,27
16,56
1,12
2,20
20,65
17,57
20,74
21,82
3,21
21,91
22,98
4,29
20,67
10,44
20,76
21,84
3,23
21,93
4,31
1,7
2,15
8,40
20,69
11,45
20,78
21,86
3,25
15,54
1,9
18,59
22,105
2,17
5,34
9,41
20,71
21,79
6,35
21,88
13,50
0,4
16,55
1,11
22,107
2,19
20,64
20,73
21,81
21,90
4,28
0,6
1,13
22,100
22,109
20,66
20,75
21,83
21,92
7,38
22,102
2,14
14,52
20,68
20,77
21,85
21,94
0,1
22,95
22,104
2,16
5,33
12,48
20,70
21,87
13,49
19,62
0,3
22,97
22,106
2,18
20,63
