source,destination
15,85
10,43
3,13
2,11
12,52
16,86
7,28
11,44
3,15
14,79
5,21
13,65
12,54
8,32
7,30
11,46
14,72
0,0
14,81
5,23
13,67
12,56
8,34
10,40
6,27
14,74
0,2
4,18
14,83
13,60
13,69
12,49
10,42
3,12
14,76
13,62
1,5
13,71
9,37
3,14
14,78
13,64
1,7
17,89
9,39
16,87
11,45
6,24
14,80
13,66
2,8
8,33
12,58
15,84
11,47
6,26
14,73
4,17
14,82
13,68
2,10
8,35
12,51
14,75
4,19
13,61
1,4
5,20
12,53
9,36
7,29
14,77
13,63
1,6
5,22
17,88
9,38
12,55
7,31
0,1
12,48
12,57
6,25
10,41
4,16
0,3
2,9
13,70
12,50
12,59
