source,destination
6,18
21,80
6,20
17,51
19,57
16,49
12,36
9,28
14,42
7,21
17,53
0,0
15,46
21,96
12,38
14,44
8,25
10,31
7,23
20,72
3,10
0,2
5,16
21,89
21,98
1,3
20,65
20,74
21,82
21,91
1,5
18,55
11,34
20,67
20,76
21,84
4,13
21,93
2,6
20,60
17,52
20,69
20,78
13,39
21,86
15,45
21,95
12,37
2,8
8,24
10,30
20,62
20,71
3,9
21,79
13,41
21,88
15,47
21,97
8,26
10,32
20,64
20,73
6,19
3,11
21,81
21,90
16,48
1,4
18,54
9,27
11,33
20,66
20,75
21,83
4,12
19,58
21,92
16,50
18,56
9,29
14,43
20,59
11,35
20,68
20,77
7,22
21,85
4,14
21,94
0,1
5,15
2,7
20,61
20,70
13,40
21,87
5,17
20,63
