index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,False,False,True
3,True,False,False
4,False,False,True
5,True,False,False
6,False,True,True
7,True,False,False
8,False,False,True
9,True,False,False
10,False,False,True
11,True,False,False
12,True,False,True
13,False,False,False
14,True,True,True
15,False,False,False
16,False,False,True
17,False,False,False
18,True,False,False
19,False,False,False
20,False,False,True
21,False,True,False
22,False,False,False
23,False,False,False
24,False,False,False
25,False,False,True
26,False,False,False
27,True,False,False
28,False,False,False
29,False,False,False
30,False,False,False
31,False,True,False
32,False,False,True
33,False,False,False
34,False,False,False
35,False,False,False
36,False,True,False
37,False,False,False
38,False,False,False
39,True,False,True
40,False,False,True
41,False,False,False
42,False,False,False
43,False,False,False
44,True,False,False
45,False,False,False
46,False,False,False
47,False,True,True
48,False,False,False
49,True,True,False
50,False,False,True
51,False,False,False
52,False,False,False
53,False,False,False
54,False,False,False
55,False,False,False
56,False,False,True
57,False,False,False
58,False,False,False
59,False,False,False
60,False,True,False
61,False,False,False
62,False,False,False
63,True,False,False
64,False,False,True
65,False,False,False
66,True,True,False
67,False,False,False
68,False,False,False
69,False,False,False
70,False,False,False
71,False,False,False
