source,destination
2,39
4,73
2,48
4,94
1,15
3,49
1,24
2,32
2,41
3,70
6,105
4,87
1,8
1,17
2,34
8,114
2,43
0,0
4,89
5,96
1,10
1,19
2,27
2,36
3,65
2,45
8,116
0,2
4,82
1,3
4,91
7,108
1,12
1,21
2,29
3,58
2,38
3,67
2,47
8,118
4,75
6,102
4,84
1,5
4,93
7,110
1,14
1,23
3,51
2,31
3,60
2,40
3,69
4,77
1,22
6,104
4,86
1,7
7,112
1,16
1,25
3,53
2,33
3,62
2,42
8,113
3,71
4,79
6,106
4,88
1,9
1,18
5,98
2,26
3,55
2,35
3,64
4,72
4,81
4,90
7,107
1,11
1,20
5,100
2,28
3,57
2,37
3,66
4,74
6,101
4,83
1,4
4,92
7,109
1,13
3,50
2,30
3,59
3,68
4,76
6,103
4,85
1,6
7,111
5,95
3,52
3,61
8,115
2,44
4,78
0,1
5,97
3,54
3,63
8,117
2,46
4,80
5,99
3,56
