index,is_init,is_goal
0,True,False
1,False,False
2,False,True
3,False,False
4,False,False
5,False,False
6,True,False
7,False,False
8,False,True
9,False,False
10,False,False
11,False,False
12,False,False
13,True,False
14,False,False
15,False,True
16,False,False
17,False,False
18,False,False
19,True,False
20,False,False
21,False,True
22,False,False
23,False,False
24,False,False
25,True,False
26,False,True
27,False,False
28,False,False
29,False,False
30,False,False
31,True,False
32,False,True
33,False,False
34,False,False
35,False,False
36,False,False
37,True,False
38,False,True
39,False,False
40,False,False
41,False,False
42,False,False
43,True,False
44,False,False
45,False,True
46,False,False
47,False,False
48,False,False
49,True,False
50,False,False
51,False,True
52,False,False
53,False,False
54,False,False
55,False,False
56,True,False
57,False,False
58,False,False
59,False,False
60,False,False
61,True,False
62,False,False
63,False,False
64,False,False
65,True,False
66,False,False
67,False,False
68,False,False
69,False,False
70,False,False
71,True,False
