source,destination
80,175
52,104
98,211
15,30
59,119
64,133
4,9
87,190
97,209
71,157
25,50
104,224
5,10
12,25
88,191
22,44
94,204
11,23
29,59
65,143
78,171
50,100
111,238
13,26
19,39
64,135
95,205
101,218
3,6
18,37
36,73
85,185
57,114
118,252
2,4
20,40
9,19
26,53
69,152
102,219
109,234
63,127
10,20
43,87
6,13
75,165
64,128
27,54
16,33
34,69
37,74
116,248
0,0
79,174
82,179
54,108
100,215
65,138
23,47
41,83
66,146
44,88
62,124
7,14
58,117
86,188
64,130
89,193
61,122
107,229
76,168
30,61
48,97
73,160
14,28
32,64
93,202
21,43
1,3
114,243
70,155
42,84
77,169
84,184
55,111
87,189
59,118
64,132
39,78
105,225
28,57
46,93
71,156
49,98
12,24
91,198
94,203
112,239
81,178
35,71
53,107
56,112
65,145
19,38
80,176
98,212
64,134
68,150
101,217
108,232
60,121
5,11
92,199
72,159
26,52
33,67
109,233
115,246
17,34
50,101
78,172
96,208
99,213
117,249
34,68
51,102
64,136
40,81
3,7
116,247
24,48
57,115
85,186
103,222
106,227
69,153
41,82
113,242
47,95
10,21
65,140
31,62
64,129
110,236
38,77
76,167
48,96
4,8
37,75
83,182
104,223
67,149
21,42
1,2
45,91
8,17
70,154
55,110
11,22
29,58
44,89
62,125
65,142
90,196
64,131
111,237
74,163
28,56
46,92
52,105
15,31
18,36
36,72
97,210
25,51
32,65
118,251
81,177
35,70
53,106
9,18
42,85
88,192
22,45
65,144
63,126
43,86
105,226
6,12
39,79
13,27
75,164
108,231
60,120
16,32
49,99
95,206
72,158
79,173
33,66
112,240
2,5
20,41
115,245
65,137
96,207
23,46
56,113
102,220
68,151
40,80
58,116
75,166
86,187
27,55
103,221
30,60
92,200
0,1
113,241
93,201
47,94
82,180
54,109
100,216
17,35
65,139
110,235
66,147
38,76
84,183
99,214
51,103
117,250
7,15
83,181
89,194
61,123
107,230
24,49
67,148
73,161
45,90
91,197
8,16
106,228
14,29
90,195
65,141
114,244
77,170
31,63
74,162
