index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,True,False,True
3,False,False,False
4,False,False,True
5,True,False,False
6,False,False,True
7,True,False,False
8,False,False,True
9,True,False,False
10,False,True,True
11,True,False,False
12,False,True,True
13,True,False,False
14,False,False,True
15,True,False,False
16,True,False,True
17,False,False,False
18,False,False,True
19,True,False,False
20,False,True,True
21,True,False,False
22,False,False,True
23,True,False,False
24,True,False,True
25,False,False,False
26,False,False,True
27,False,False,False
28,True,False,False
29,False,False,False
30,False,False,True
31,False,False,False
32,False,False,False
33,False,False,False
34,False,False,False
35,False,False,False
36,False,False,False
37,False,False,False
38,False,True,False
39,False,False,True
40,False,True,False
41,False,False,False
42,False,False,False
43,False,False,False
44,False,False,False
45,False,False,False
46,False,False,False
47,False,False,False
48,False,False,False
49,True,False,False
50,False,False,False
51,False,False,True
52,False,False,True
53,False,False,False
54,False,False,False
55,False,False,False
56,False,False,False
57,False,False,False
58,False,False,True
59,False,False,False
60,False,False,False
61,False,False,False
62,False,True,False
63,False,False,False
64,True,False,False
65,False,False,True
66,False,False,False
67,False,False,False
68,False,False,False
69,True,False,False
70,False,False,False
71,False,False,False
72,False,False,True
73,False,True,False
74,False,False,False
75,False,False,False
76,False,False,False
77,False,False,False
78,False,False,True
79,False,False,False
80,False,False,False
81,False,False,False
82,False,True,False
83,False,False,False
84,False,False,False
85,False,False,False
86,False,False,False
87,False,False,False
88,False,False,True
89,False,False,False
90,True,False,False
91,False,False,True
92,False,False,False
93,True,False,False
94,False,False,False
95,False,False,False
96,False,False,False
97,False,False,False
98,False,False,False
99,False,False,False
100,False,False,True
101,False,False,False
102,False,True,False
103,False,False,False
104,False,False,True
105,False,False,False
106,False,False,False
107,False,False,False
108,False,False,False
109,False,False,False
110,False,False,False
111,False,True,False
112,False,False,False
113,False,False,False
114,False,False,False
115,False,False,False
116,True,False,True
117,False,False,True
118,False,False,False
119,False,False,True
120,False,False,False
121,False,False,False
122,False,False,False
123,True,False,False
124,False,False,False
125,False,False,False
126,False,False,False
127,False,False,False
128,False,False,False
129,False,True,False
130,False,False,True
131,False,False,False
132,False,True,False
133,False,False,False
134,False,False,True
135,False,False,False
136,False,False,False
137,True,False,False
138,False,False,False
139,False,False,False
140,False,False,False
141,False,False,False
142,False,False,False
143,False,False,True
144,False,False,False
145,False,False,False
146,False,False,False
147,True,False,False
148,False,False,False
149,False,False,False
150,False,True,False
151,False,False,False
152,False,False,False
153,False,False,False
154,False,False,False
155,False,False,False
156,False,False,True
157,False,False,False
158,False,False,False
159,False,False,False
160,False,False,False
161,False,False,False
162,False,False,False
163,False,False,False
164,False,False,False
165,False,False,False
166,True,False,False
167,False,False,False
168,False,True,False
169,False,False,True
170,False,False,False
171,False,False,False
172,False,True,False
173,False,False,False
174,False,False,False
175,False,False,False
176,False,False,False
177,False,False,False
178,True,False,False
179,False,False,False
180,False,False,False
181,False,False,False
