source,destination
18,72
8,46
25,96
27,123
27,132
0,5
3,22
19,73
27,141
29,169
28,149
29,178
28,158
25,89
8,48
25,98
27,125
17,69
27,134
29,162
28,142
5,30
26,117
28,151
29,171
1,8
24,83
25,91
25,100
27,127
10,56
0,0
27,136
29,164
4,25
28,144
5,32
26,119
28,153
29,173
1,10
25,93
9,51
25,102
27,129
11,57
0,2
3,19
6,36
29,166
4,27
7,44
26,112
28,146
29,175
26,121
15,66
18,71
25,86
8,45
25,95
9,53
22,80
3,21
6,38
26,105
29,168
4,29
13,62
26,114
29,177
16,67
2,13
28,160
25,88
8,47
25,97
20,76
23,81
3,23
29,161
26,107
29,170
26,116
1,7
29,179
2,15
25,90
8,49
25,99
21,77
29,163
4,24
7,41
26,109
27,138
26,118
29,172
1,9
2,17
5,34
28,155
25,92
9,50
14,64
3,18
6,35
27,131
4,26
7,43
26,111
29,165
0,4
26,120
27,140
1,11
28,148
28,157
25,85
12,60
9,52
6,37
27,124
26,104
27,133
4,28
13,61
26,113
19,74
26,122
2,12
28,150
28,159
25,87
20,75
9,54
6,39
27,126
10,55
26,106
17,70
27,135
26,115
1,6
28,143
16,68
2,14
5,31
28,152
24,84
23,82
25,101
27,128
7,40
26,108
0,1
27,137
28,145
2,16
5,33
28,154
15,65
29,174
14,63
21,78
25,94
25,103
22,79
7,42
26,110
11,58
27,130
0,3
3,20
27,139
29,167
28,147
29,176
28,156
12,59
