index,is_in_good_operators
0,True
1,True
2,True
3,True
4,True
5,True
6,True
7,True
8,True
9,True
10,True
11,False
12,False
13,False
14,False
15,False
16,False
17,False
18,False
19,False
20,False
21,True
22,False
23,False
24,False
25,True
26,False
27,False
28,False
29,False
30,False
31,False
32,True
33,False
34,True
35,False
36,False
37,True
38,False
39,False
40,False
41,False
42,True
43,False
44,True
45,False
46,False
47,False
48,False
49,False
50,False
51,True
52,False
53,True
54,False
55,False
56,False
57,False
58,False
59,True
60,False
61,True
62,False
63,False
64,True
65,False
66,False
67,False
68,False
69,False
70,True
71,False
72,False
73,False
74,True
75,False
76,True
77,False
78,False
79,False
80,False
81,True
82,False
83,False
84,False
85,False
86,False
87,True
88,False
89,False
90,False
91,True
92,False
93,True
94,False
95,False
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,False
104,True
105,False
106,False
107,False
108,True
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,False
117,True
118,False
119,True
120,True
121,False
122,False
123,False
124,False
125,False
126,False
127,True
128,False
129,True
130,False
131,False
132,False
133,False
134,True
135,False
136,True
137,False
138,False
139,False
140,False
141,False
142,True
143,False
144,True
145,False
146,False
147,False
148,False
149,True
150,False
151,False
152,False
153,False
154,False
155,True
156,False
157,False
158,False
159,True
160,False
161,True
162,False
163,False
164,True
165,False
166,False
167,False
168,False
169,False
170,True
171,False
172,False
173,False
174,True
175,False
176,True
177,False
178,False
179,False
