source,destination
12,123
1,31
1,40
8,110
2,48
10,116
3,77
2,57
0,5
2,66
0,14
5,92
0,23
1,24
1,33
1,42
2,50
7,101
2,59
0,7
2,68
0,16
1,26
1,35
1,44
9,113
3,72
2,52
0,0
11,119
6,98
2,61
0,9
5,87
1,28
1,37
8,107
1,46
3,74
2,54
0,2
4,82
5,89
1,30
1,39
8,109
10,115
3,76
2,56
6,93
4,84
1,32
2,49
3,78
6,95
7,103
2,70
0,18
1,25
9,112
11,118
6,97
4,79
7,105
2,63
0,11
0,20
12,122
9,114
3,73
11,120
6,99
4,81
0,4
2,65
0,13
5,91
0,22
8,108
1,41
3,75
4,83
7,100
10,117
2,58
0,6
2,67
0,15
1,34
1,43
6,94
2,51
4,85
7,102
2,60
0,8
2,69
0,17
5,86
1,27
9,111
1,36
1,45
6,96
2,53
0,1
7,104
2,62
0,10
2,71
0,19
5,88
12,121
1,29
1,38
1,47
4,80
2,55
0,3
7,106
2,64
0,12
5,90
0,21
